# Channel: Detail 9
# Width: 1.87 nm
# Height: 1.87 nm
# Value units: A
6.2137e-011	6.1992e-011	6.1821e-011	6.1816e-011	6.1987e-011	6.2285e-011	6.2587e-011	6.2668e-011	6.2471e-011	6.2194e-011	6.1997e-011	6.2e-011	6.2311e-011	6.2796e-011	6.319e-011	6.3228e-011	6.2882e-011	6.2464e-011	6.2216e-011	6.2396e-011	6.3024e-011	6.3462e-011	6.3259e-011	6.2729e-011	6.2395e-011	6.2497e-011	6.2928e-011	6.335e-011	6.3555e-011
6.2023e-011	6.1917e-011	6.18e-011	6.1837e-011	6.2045e-011	6.2365e-011	6.2672e-011	6.2757e-011	6.2556e-011	6.2274e-011	6.2127e-011	6.2183e-011	6.2435e-011	6.2802e-011	6.3132e-011	6.3205e-011	6.2942e-011	6.2597e-011	6.2381e-011	6.2523e-011	6.3073e-011	6.3414e-011	6.3159e-011	6.2665e-011	6.2377e-011	6.2464e-011	6.2802e-011	6.3082e-011	6.3162e-011
6.1922e-011	6.1826e-011	6.1774e-011	6.1908e-011	6.2212e-011	6.2562e-011	6.28e-011	6.2797e-011	6.2579e-011	6.2366e-011	6.2358e-011	6.2503e-011	6.2644e-011	6.2796e-011	6.2981e-011	6.3035e-011	6.288e-011	6.2686e-011	6.2537e-011	6.2617e-011	6.3053e-011	6.3279e-011	6.2971e-011	6.2558e-011	6.2371e-011	6.2457e-011	6.2711e-011	6.2889e-011	6.289e-011
6.193e-011	6.1804e-011	6.179e-011	6.2028e-011	6.2436e-011	6.28e-011	6.2899e-011	6.2707e-011	6.241e-011	6.2256e-011	6.2376e-011	6.2626e-011	6.2733e-011	6.275e-011	6.2823e-011	6.2827e-011	6.2734e-011	6.2689e-011	6.2626e-011	6.2644e-011	6.2962e-011	6.3128e-011	6.2845e-011	6.2558e-011	6.2481e-011	6.2543e-011	6.2744e-011	6.2928e-011	6.2957e-011
6.2018e-011	6.1855e-011	6.1849e-011	6.2147e-011	6.2618e-011	6.2964e-011	6.2933e-011	6.256e-011	6.2137e-011	6.1947e-011	6.209e-011	6.2398e-011	6.258e-011	6.266e-011	6.2761e-011	6.2781e-011	6.2752e-011	6.2812e-011	6.2816e-011	6.2773e-011	6.2929e-011	6.2996e-011	6.2761e-011	6.2607e-011	6.2633e-011	6.2685e-011	6.2834e-011	6.3022e-011	6.3087e-011
6.2059e-011	6.1891e-011	6.1867e-011	6.2155e-011	6.2622e-011	6.2952e-011	6.2908e-011	6.2493e-011	6.1974e-011	6.1696e-011	6.179e-011	6.2087e-011	6.2361e-011	6.2589e-011	6.2771e-011	6.2858e-011	6.2958e-011	6.3121e-011	6.3144e-011	6.3038e-011	6.2995e-011	6.2854e-011	6.2572e-011	6.2473e-011	6.2602e-011	6.2743e-011	6.2868e-011	6.296e-011	6.2957e-011
6.1906e-011	6.1768e-011	6.1709e-011	6.1927e-011	6.2369e-011	6.2749e-011	6.2831e-011	6.2526e-011	6.2007e-011	6.1666e-011	6.1728e-011	6.203e-011	6.2351e-011	6.2625e-011	6.2787e-011	6.29e-011	6.3141e-011	6.3424e-011	6.3467e-011	6.3307e-011	6.3103e-011	6.2769e-011	6.2392e-011	6.2246e-011	6.2389e-011	6.2608e-011	6.2723e-011	6.2697e-011	6.2601e-011
6.1604e-011	6.1494e-011	6.1415e-011	6.1579e-011	6.202e-011	6.247e-011	6.2684e-011	6.2547e-011	6.2153e-011	6.1842e-011	6.1919e-011	6.2255e-011	6.2557e-011	6.2736e-011	6.2782e-011	6.2844e-011	6.3122e-011	6.3485e-011	6.3597e-011	6.3447e-011	6.3194e-011	6.2803e-011	6.239e-011	6.2185e-011	6.2259e-011	6.2466e-011	6.2587e-011	6.2541e-011	6.242e-011
6.1491e-011	6.1344e-011	6.1207e-011	6.1319e-011	6.1744e-011	6.2221e-011	6.2505e-011	6.2516e-011	6.2311e-011	6.2127e-011	6.225e-011	6.2572e-011	6.2779e-011	6.2812e-011	6.2731e-011	6.27e-011	6.2909e-011	6.3266e-011	6.345e-011	6.339e-011	6.3211e-011	6.2871e-011	6.2513e-011	6.2342e-011	6.2383e-011	6.2569e-011	6.2747e-011	6.2742e-011	6.2592e-011
6.1655e-011	6.1444e-011	6.1215e-011	6.1244e-011	6.1609e-011	6.2071e-011	6.239e-011	6.248e-011	6.2408e-011	6.2364e-011	6.2534e-011	6.2801e-011	6.2913e-011	6.2839e-011	6.2645e-011	6.25e-011	6.2597e-011	6.2889e-011	6.3117e-011	6.3201e-011	6.3154e-011	6.2894e-011	6.2645e-011	6.2598e-011	6.2682e-011	6.2879e-011	6.311e-011	6.311e-011	6.2886e-011
6.1844e-011	6.1662e-011	6.1458e-011	6.1477e-011	6.1762e-011	6.2116e-011	6.2365e-011	6.2421e-011	6.2374e-011	6.2399e-011	6.2574e-011	6.28e-011	6.2913e-011	6.283e-011	6.2565e-011	6.2309e-011	6.2274e-011	6.2495e-011	6.2791e-011	6.3022e-011	6.306e-011	6.2841e-011	6.2696e-011	6.2792e-011	6.2982e-011	6.3216e-011	6.3426e-011	6.3375e-011	6.31e-011
6.1986e-011	6.1915e-011	6.1884e-011	6.2035e-011	6.2267e-011	6.24e-011	6.2422e-011	6.2327e-011	6.2212e-011	6.2217e-011	6.2351e-011	6.256e-011	6.2749e-011	6.2763e-011	6.2552e-011	6.2291e-011	6.2177e-011	6.2351e-011	6.2708e-011	6.2982e-011	6.2965e-011	6.2711e-011	6.2608e-011	6.2808e-011	6.3153e-011	6.3473e-011	6.3616e-011	6.3468e-011	6.3166e-011
6.2096e-011	6.2142e-011	6.23e-011	6.2634e-011	6.2873e-011	6.2774e-011	6.2498e-011	6.2204e-011	6.1984e-011	6.1933e-011	6.2039e-011	6.2257e-011	6.2525e-011	6.2667e-011	6.2604e-011	6.2476e-011	6.2415e-011	6.2578e-011	6.291e-011	6.3095e-011	6.2929e-011	6.2571e-011	6.2405e-011	6.2613e-011	6.3106e-011	6.3576e-011	6.3714e-011	6.3465e-011	6.3107e-011
6.2096e-011	6.2224e-011	6.2484e-011	6.2927e-011	6.3205e-011	6.299e-011	6.2523e-011	6.2087e-011	6.1795e-011	6.1706e-011	6.1825e-011	6.2108e-011	6.2453e-011	6.265e-011	6.2652e-011	6.2642e-011	6.2705e-011	6.2911e-011	6.3189e-011	6.3244e-011	6.2919e-011	6.2429e-011	6.2137e-011	6.2278e-011	6.2853e-011	6.3473e-011	6.3676e-011	6.3399e-011	6.3012e-011
6.1913e-011	6.2086e-011	6.2368e-011	6.2805e-011	6.3109e-011	6.2977e-011	6.2574e-011	6.2124e-011	6.1801e-011	6.1698e-011	6.1843e-011	6.2208e-011	6.2592e-011	6.2721e-011	6.2637e-011	6.2647e-011	6.2826e-011	6.3122e-011	6.3387e-011	6.3323e-011	6.2835e-011	6.222e-011	6.1852e-011	6.1939e-011	6.2501e-011	6.3143e-011	6.3392e-011	6.3204e-011	6.2906e-011
6.1599e-011	6.1773e-011	6.2018e-011	6.2357e-011	6.2662e-011	6.2762e-011	6.264e-011	6.2319e-011	6.2034e-011	6.1951e-011	6.2113e-011	6.2487e-011	6.2803e-011	6.278e-011	6.2554e-011	6.2535e-011	6.2796e-011	6.3193e-011	6.3478e-011	6.3317e-011	6.2692e-011	6.2008e-011	6.165e-011	6.1721e-011	6.2181e-011	6.2703e-011	6.2956e-011	6.2926e-011	6.2787e-011
6.122e-011	6.1358e-011	6.1556e-011	6.1842e-011	6.2175e-011	6.2453e-011	6.2544e-011	6.2404e-011	6.2283e-011	6.2327e-011	6.2543e-011	6.2849e-011	6.299e-011	6.2782e-011	6.2434e-011	6.2357e-011	6.261e-011	6.3036e-011	6.3358e-011	6.3225e-011	6.2629e-011	6.1989e-011	6.1656e-011	6.1684e-011	6.2042e-011	6.2481e-011	6.274e-011	6.2772e-011	6.268e-011
6.0806e-011	6.0916e-011	6.1164e-011	6.1575e-011	6.1992e-011	6.2241e-011	6.2277e-011	6.2236e-011	6.2349e-011	6.2632e-011	6.2981e-011	6.3208e-011	6.3114e-011	6.2716e-011	6.2294e-011	6.2147e-011	6.2292e-011	6.2631e-011	6.2969e-011	6.3006e-011	6.2657e-011	6.2192e-011	6.1869e-011	6.1817e-011	6.2153e-011	6.2669e-011	6.2966e-011	6.2884e-011	6.265e-011
