# Channel: Detail 9
# Width: 1.87 nm
# Height: 1.87 nm
# Value units: A
6.0554e-011	6.0686e-011	6.1054e-011	6.1631e-011	6.2088e-011	6.218e-011	6.2032e-011	6.1981e-011	6.2245e-011	6.2736e-011	6.3207e-011	6.3381e-011	6.3135e-011	6.2656e-011	6.2218e-011	6.1982e-011	6.1986e-011	6.2216e-011	6.2542e-011	6.2715e-011	6.2615e-011	6.2357e-011	6.2106e-011	6.2048e-011	6.2409e-011	6.3014e-011	6.3334e-011	6.3122e-011	6.2742e-011
6.0643e-011	6.082e-011	6.1256e-011	6.1837e-011	6.2219e-011	6.2197e-011	6.1945e-011	6.1814e-011	6.2037e-011	6.2547e-011	6.3033e-011	6.3211e-011	6.3046e-011	6.2703e-011	6.2303e-011	6.1964e-011	6.1877e-011	6.2086e-011	6.2384e-011	6.2529e-011	6.2471e-011	6.2311e-011	6.2194e-011	6.2236e-011	6.2577e-011	6.3102e-011	6.338e-011	6.32e-011	6.2866e-011
6.0809e-011	6.1033e-011	6.1489e-011	6.1996e-011	6.2288e-011	6.2227e-011	6.1933e-011	6.1679e-011	6.1734e-011	6.2134e-011	6.2588e-011	6.2841e-011	6.2891e-011	6.2792e-011	6.252e-011	6.2215e-011	6.216e-011	6.236e-011	6.2545e-011	6.2547e-011	6.2397e-011	6.2207e-011	6.2131e-011	6.2218e-011	6.2473e-011	6.2836e-011	6.3081e-011	6.3062e-011	6.2903e-011
6.0634e-011	6.093e-011	6.1454e-011	6.1987e-011	6.2277e-011	6.2208e-011	6.1872e-011	6.1525e-011	6.1462e-011	6.1771e-011	6.2222e-011	6.2572e-011	6.2776e-011	6.2842e-011	6.2769e-011	6.2674e-011	6.2702e-011	6.2828e-011	6.2883e-011	6.2772e-011	6.2506e-011	6.218e-011	6.1963e-011	6.195e-011	6.2159e-011	6.2509e-011	6.2792e-011	6.2866e-011	6.2795e-011
6.0222e-011	6.0568e-011	6.1155e-011	6.172e-011	6.2021e-011	6.1998e-011	6.1757e-011	6.1508e-011	6.1468e-011	6.1697e-011	6.2088e-011	6.249e-011	6.2763e-011	6.2876e-011	6.2936e-011	6.3022e-011	6.3093e-011	6.3178e-011	6.3262e-011	6.314e-011	6.2714e-011	6.2154e-011	6.1716e-011	6.1604e-011	6.1895e-011	6.2359e-011	6.2641e-011	6.2642e-011	6.2517e-011
5.9936e-011	6.0211e-011	6.0731e-011	6.1234e-011	6.1512e-011	6.1594e-011	6.1611e-011	6.1662e-011	6.1793e-011	6.1988e-011	6.2249e-011	6.2569e-011	6.2809e-011	6.2912e-011	6.2991e-011	6.3108e-011	6.318e-011	6.3287e-011	6.3507e-011	6.347e-011	6.2907e-011	6.2098e-011	6.1483e-011	6.1368e-011	6.1777e-011	6.231e-011	6.251e-011	6.2361e-011	6.215e-011
5.986e-011	5.9961e-011	6.0324e-011	6.0773e-011	6.1085e-011	6.1285e-011	6.1517e-011	6.1843e-011	6.2186e-011	6.2463e-011	6.2646e-011	6.2781e-011	6.2882e-011	6.2929e-011	6.2949e-011	6.2994e-011	6.3053e-011	6.3199e-011	6.3523e-011	6.3587e-011	6.3004e-011	6.2092e-011	6.1416e-011	6.133e-011	6.1785e-011	6.2321e-011	6.2462e-011	6.2253e-011	6.2061e-011
5.9777e-011	5.9762e-011	6.0026e-011	6.0495e-011	6.0919e-011	6.125e-011	6.1574e-011	6.1967e-011	6.2384e-011	6.2754e-011	6.2945e-011	6.2964e-011	6.2951e-011	6.2897e-011	6.2786e-011	6.2724e-011	6.279e-011	6.3016e-011	6.3385e-011	6.3462e-011	6.2935e-011	6.2161e-011	6.1598e-011	6.1529e-011	6.1921e-011	6.2405e-011	6.2564e-011	6.2452e-011	6.2398e-011
5.9428e-011	5.9501e-011	5.9846e-011	6.0381e-011	6.0887e-011	6.1302e-011	6.164e-011	6.1957e-011	6.2306e-011	6.2675e-011	6.2894e-011	6.2929e-011	6.2938e-011	6.2851e-011	6.2612e-011	6.2422e-011	6.246e-011	6.2744e-011	6.3105e-011	6.3139e-011	6.2732e-011	6.2239e-011	6.1915e-011	6.1891e-011	6.2185e-011	6.2573e-011	6.2746e-011	6.2715e-011	6.2709e-011
5.8867e-011	5.9175e-011	5.9723e-011	6.0325e-011	6.082e-011	6.121e-011	6.151e-011	6.1751e-011	6.2023e-011	6.2351e-011	6.2599e-011	6.2711e-011	6.283e-011	6.2845e-011	6.2591e-011	6.227e-011	6.2169e-011	6.2393e-011	6.2718e-011	6.2793e-011	6.2573e-011	6.231e-011	6.2184e-011	6.2263e-011	6.2545e-011	6.2851e-011	6.2947e-011	6.2795e-011	6.2614e-011
5.845e-011	5.8937e-011	5.9629e-011	6.0254e-011	6.071e-011	6.1046e-011	6.1303e-011	6.1502e-011	6.1731e-011	6.2041e-011	6.2335e-011	6.2524e-011	6.2737e-011	6.2876e-011	6.2673e-011	6.2265e-011	6.2015e-011	6.2143e-011	6.2452e-011	6.2621e-011	6.2549e-011	6.2382e-011	6.234e-011	6.2512e-011	6.2838e-011	6.3093e-011	6.3076e-011	6.2731e-011	6.2332e-011
