# Channel: Detail 4
# Width: 25.3 nm
# Height: 25.3 nm
# Value units: m
4.2377e-010	4.3715e-010	4.468e-010	4.6018e-010	4.7542e-010	4.944e-010	5.0778e-010	5.2302e-010	5.3268e-010	5.3673e-010	5.0909e-010	4.4416e-010	3.9041e-010	4.1312e-010	4.6006e-010	4.9209e-010	5.1665e-010	5.263e-010	4.8188e-010	4.3e-010	3.6693e-010	3.0013e-010	1.9231e-010	9.1952e-011	3.2612e-011	8.5149e-011	1.3955e-010	1.9768e-010	2.5954e-010	3.1208e-010	4.1683e-010	5.2903e-010	6.0395e-010	6.453e-010	6.4935e-010	6.3663e-010	6.3509e-010	6.2237e-010	6.2083e-010	5.9506e-010	6.4759e-010	7.02e-010	7.3029e-010	7.1011e-010	6.806e-010	6.8093e-010	6.738e-010	6.6294e-010	6.4649e-010	6.5241e-010	6.6579e-010	6.6985e-010	6.7018e-010	6.4999e-010	6.3913e-010	6.3014e-010	5.8945e-010	4.8349e-010	3.1227e-010	1.2614e-010	2.7641e-011	1.2493e-018	4.0573e-012	3.7949e-011	2.6017e-010	4.8425e-010	6.7291e-010	8.4664e-010	9.9055e-010	1.0934e-009
4.7344e-010	4.9235e-010	4.9262e-010	5.0221e-010	5.1925e-010	5.3257e-010	5.4589e-010	5.3869e-010	5.4082e-010	5.4855e-010	5.4508e-010	5.1179e-010	4.8222e-010	4.7875e-010	5.0885e-010	5.3336e-010	5.4108e-010	5.488e-010	5.4161e-010	5.2509e-010	4.7874e-010	4.1374e-010	3.301e-010	2.4646e-010	2.0757e-010	2.4512e-010	2.8828e-010	3.1837e-010	3.3356e-010	3.6925e-010	4.4969e-010	5.2827e-010	5.7888e-010	6.1084e-010	6.3349e-010	6.468e-010	6.5826e-010	6.5479e-010	6.3827e-010	6.2922e-010	6.6118e-010	6.9501e-010	7.0087e-010	7.03e-010	6.7902e-010	6.681e-010	6.4972e-010	6.2947e-010	6.3346e-010	6.7289e-010	6.862e-010	6.8833e-010	6.6809e-010	6.8141e-010	6.9659e-010	6.9312e-010	6.4304e-010	5.3702e-010	3.5456e-010	2.0006e-010	5.8611e-011	1.0395e-011	3.2017e-012	1.6519e-011	1.0815e-010	3.0793e-010	4.7601e-010	6.5155e-010	8.1963e-010	9.5229e-010
5.0634e-010	5.1773e-010	5.2539e-010	5.2745e-010	5.3511e-010	5.4837e-010	5.523e-010	5.4318e-010	5.4338e-010	5.4731e-010	5.4938e-010	5.4399e-010	5.2181e-010	5.2761e-010	5.5391e-010	5.6903e-010	5.8229e-010	6.03e-010	6.0507e-010	5.8476e-010	5.458e-010	4.9939e-010	4.5297e-010	3.9724e-010	3.5455e-010	3.8832e-010	4.2208e-010	4.3906e-010	4.3927e-010	4.6744e-010	5.1426e-010	5.5361e-010	5.8179e-010	6.0809e-010	6.3813e-010	6.8122e-010	6.9261e-010	6.8535e-010	6.6877e-010	6.4846e-010	6.5798e-010	6.8243e-010	6.8449e-010	6.6978e-010	6.7557e-010	6.7205e-010	6.6479e-010	6.5007e-010	6.5773e-010	6.9896e-010	7.2713e-010	7.2174e-010	6.9397e-010	6.9417e-010	7.1675e-010	7.0576e-010	6.5002e-010	5.3462e-010	3.4463e-010	1.9753e-010	5.4152e-011	1.1467e-011	1.3534e-011	1.56e-011	2.326e-011	8.8724e-011	2.5488e-010	4.6019e-010	6.1329e-010	7.7944e-010
5.3364e-010	5.2818e-010	5.2646e-010	5.3219e-010	5.4165e-010	5.3993e-010	5.3633e-010	5.4207e-010	5.6085e-010	5.6472e-010	5.7605e-010	5.5194e-010	5.4276e-010	5.6341e-010	5.7847e-010	5.8793e-010	5.9739e-010	6.1058e-010	6.1818e-010	5.8475e-010	5.6997e-010	5.5706e-010	5.4601e-010	5.0699e-010	4.8662e-010	4.9235e-010	5.1114e-010	5.2246e-010	5.226e-010	5.3952e-010	5.6577e-010	5.976e-010	6.052e-010	6.2212e-010	6.5769e-010	7.0071e-010	7.0458e-010	6.9726e-010	6.7316e-010	6.6024e-010	6.4547e-010	6.5306e-010	6.5134e-010	6.5334e-010	6.7958e-010	7.0023e-010	7.0224e-010	6.9119e-010	6.876e-010	7.1197e-010	7.4008e-010	7.309e-010	7.012e-010	7.0321e-010	7.1453e-010	6.923e-010	6.4209e-010	5.0984e-010	3.1606e-010	1.3719e-010	3.2912e-011	1.8133e-011	1.4543e-011	1.2817e-011	2.0414e-011	2.2417e-011	5.2389e-011	2.3526e-010	4.3491e-010	6.4576e-010
5.2738e-010	5.3118e-010	5.4058e-010	5.5557e-010	5.5751e-010	5.464e-010	5.2969e-010	5.5401e-010	5.9138e-010	6.0823e-010	6.0644e-010	5.8974e-010	5.693e-010	5.6938e-010	5.8064e-010	5.7512e-010	5.8266e-010	6.1443e-010	6.2197e-010	6.2204e-010	6.072e-010	5.8676e-010	5.8497e-010	5.7759e-010	5.6088e-010	5.6469e-010	5.5731e-010	5.6111e-010	5.7424e-010	5.9296e-010	6.3033e-010	6.5091e-010	6.3794e-010	6.4174e-010	6.6046e-010	6.7919e-010	6.9604e-010	6.8866e-010	6.6636e-010	6.4965e-010	6.5159e-010	6.498e-010	6.2937e-010	6.6114e-010	7.0224e-010	7.3028e-010	7.3782e-010	7.1738e-010	6.8762e-010	6.9702e-010	7.0829e-010	6.9531e-010	6.842e-010	7.0105e-010	7.1045e-010	6.8815e-010	6.1924e-010	4.7947e-010	2.8748e-010	1.0856e-010	3.7776e-011	2.6664e-011	6.2285e-012	6.3039e-012	8.2439e-012	1.2049e-011	1.3989e-011	5.695e-011	2.3044e-010	4.841e-010
5.1738e-010	5.3045e-010	5.6775e-010	5.976e-010	5.9388e-010	5.7711e-010	5.5102e-010	5.6968e-010	6.1817e-010	6.387e-010	6.3871e-010	6.0516e-010	5.7906e-010	5.7721e-010	5.6604e-010	5.6045e-010	5.7165e-010	6.015e-010	6.3508e-010	6.5187e-010	6.4069e-010	6.2393e-010	5.9783e-010	6.0157e-010	6.1277e-010	6.016e-010	5.9415e-010	5.8857e-010	5.9977e-010	6.5013e-010	6.7438e-010	6.8745e-010	6.6881e-010	6.3899e-010	6.4273e-010	6.5393e-010	6.5767e-010	6.5582e-010	6.4464e-010	6.4466e-010	6.6704e-010	6.7638e-010	6.708e-010	6.7827e-010	7.0998e-010	7.2864e-010	7.3984e-010	7.1561e-010	6.8765e-010	6.7461e-010	6.6903e-010	6.6718e-010	6.6346e-010	6.9517e-010	7.1943e-010	6.9333e-010	6.0944e-010	4.6214e-010	2.5518e-010	7.4327e-011	3.3318e-011	2.7736e-011	1.0967e-011	1.6558e-012	5.3973e-012	1.1003e-011	1.661e-011	2.0351e-011	6.6979e-011	2.7583e-010
5.1485e-010	5.3718e-010	5.8374e-010	6.2098e-010	6.3025e-010	6.0969e-010	5.7608e-010	5.8349e-010	6.2073e-010	6.4678e-010	6.4673e-010	6.1312e-010	5.8323e-010	5.7386e-010	5.6075e-010	5.4952e-010	5.5879e-010	6.1468e-010	6.4446e-010	6.6119e-010	6.6487e-010	6.3871e-010	6.1069e-010	6.181e-010	6.3297e-010	6.4783e-010	6.3659e-010	6.2349e-010	6.1971e-010	6.4949e-010	6.6809e-010	6.6617e-010	6.4375e-010	6.3064e-010	6.4737e-010	6.4919e-010	6.51e-010	6.4536e-010	6.2293e-010	6.5458e-010	6.9555e-010	7.2347e-010	7.085e-010	6.8234e-010	6.8975e-010	7.0835e-010	7.1202e-010	7.0451e-010	6.8022e-010	6.6339e-010	6.5961e-010	6.5024e-010	6.4459e-010	6.8183e-010	7.0229e-010	6.7427e-010	5.9404e-010	4.2991e-010	2.1915e-010	5.1285e-011	1.9536e-011	2.135e-011	8.2463e-012	4.4662e-012	1.3738e-011	1.7417e-011	2.4824e-011	2.6638e-011	3.0316e-011	1.0858e-010
5.3656e-010	5.4763e-010	5.8108e-010	6.1453e-010	6.2374e-010	6.1617e-010	5.8435e-010	5.8051e-010	6.0464e-010	6.213e-010	6.2678e-010	6.0616e-010	5.8926e-010	5.7983e-010	5.8717e-010	5.8146e-010	5.7762e-010	6.0547e-010	6.4079e-010	6.5746e-010	6.5361e-010	6.3858e-010	6.1423e-010	6.4581e-010	6.774e-010	6.8661e-010	6.7717e-010	6.4908e-010	6.3032e-010	6.3208e-010	6.4688e-010	6.2998e-010	6.1682e-010	6.3348e-010	6.6693e-010	6.8733e-010	6.8349e-010	6.6286e-010	6.441e-010	6.6636e-010	7.0913e-010	7.3513e-010	7.0891e-010	6.8269e-010	6.7698e-010	6.8432e-010	6.7862e-010	6.6358e-010	6.5788e-010	6.6149e-010	6.7257e-010	6.6686e-010	6.4623e-010	6.2934e-010	6.3109e-010	6.0673e-010	5.1712e-010	3.5851e-010	1.8312e-010	3.5702e-011	1.1348e-011	1.1234e-011	1.2985e-011	1.287e-011	1.835e-011	2.1965e-011	3.3039e-011	3.2925e-011	4.2134e-011	1.2779e-010
5.564e-010	5.5809e-010	5.7096e-010	5.9503e-010	6.1349e-010	6.0027e-010	5.8331e-010	5.7194e-010	5.8855e-010	5.9956e-010	5.9565e-010	5.8801e-010	5.9716e-010	6.1936e-010	6.341e-010	6.3019e-010	6.1696e-010	6.1119e-010	6.222e-010	6.3694e-010	6.4422e-010	6.2726e-010	6.1776e-010	6.5488e-010	6.9013e-010	7.1046e-010	6.9537e-010	6.5603e-010	6.484e-010	6.5381e-010	6.4431e-010	6.3295e-010	6.2158e-010	6.5124e-010	6.9395e-010	7.1615e-010	7.197e-010	6.9342e-010	6.5968e-010	6.5764e-010	6.817e-010	6.9644e-010	6.8507e-010	6.6811e-010	6.6234e-010	6.5471e-010	6.4334e-010	6.2825e-010	6.4485e-010	6.7265e-010	6.7806e-010	6.6856e-010	6.2177e-010	5.5633e-010	5.0208e-010	4.5901e-010	3.8052e-010	2.4982e-010	1.2844e-010	1.8254e-011	1.2956e-012	1.9765e-011	2.3317e-011	1.941e-011	3.0421e-011	2.8379e-011	3.7525e-011	5.04e-011	1.0616e-010	2.3837e-010
5.4268e-010	5.443e-010	5.5898e-010	5.7925e-010	5.902e-010	5.8436e-010	5.7294e-010	5.7456e-010	5.8178e-010	5.6849e-010	5.6452e-010	5.736e-010	5.9946e-010	6.3838e-010	6.6051e-010	6.5654e-010	6.4139e-010	6.225e-010	6.204e-010	6.3507e-010	6.367e-010	6.2154e-010	6.1757e-010	6.453e-010	6.7116e-010	6.8211e-010	6.6695e-010	6.4993e-010	6.5901e-010	6.7555e-010	6.865e-010	6.7507e-010	6.5619e-010	6.69e-010	7.0046e-010	7.2632e-010	7.2795e-010	6.9787e-010	6.6593e-010	6.5823e-010	6.5799e-010	6.6335e-010	6.5192e-010	6.5168e-010	6.6635e-010	6.7357e-010	6.6214e-010	6.4699e-010	6.3369e-010	6.4278e-010	6.4813e-010	6.1619e-010	5.5442e-010	4.7213e-010	4.0104e-010	3.4672e-010	2.4393e-010	1.2622e-010	4.3933e-011	1.1994e-011	8.0247e-012	2.0837e-011	4.8566e-011	9.1212e-011	1.0589e-010	7.2084e-011	4.7604e-011	4.5499e-011	1.3849e-010	2.6691e-010
5.1777e-010	5.2866e-010	5.5073e-010	5.728e-010	5.7809e-010	5.5727e-010	5.5138e-010	5.2497e-010	5.0415e-010	5.0012e-010	5.2965e-010	5.5732e-010	5.9244e-010	6.313e-010	6.5896e-010	6.5866e-010	6.3411e-010	6.133e-010	6.3724e-010	6.649e-010	6.6646e-010	6.5497e-010	6.3416e-010	6.2826e-010	6.3541e-010	6.3698e-010	6.3481e-010	6.3077e-010	6.6217e-010	6.9543e-010	7.1377e-010	6.9669e-010	6.8147e-010	6.737e-010	6.9018e-010	7.1039e-010	7.0263e-010	6.7995e-010	6.6473e-010	6.5697e-010	6.6412e-010	6.6009e-010	6.5046e-010	6.688e-010	6.9274e-010	6.9244e-010	6.7722e-010	6.3776e-010	5.9084e-010	5.7189e-010	5.4921e-010	5.0788e-010	4.4418e-010	3.6556e-010	3.0932e-010	2.4749e-010	1.3344e-010	3.804e-011	9.7672e-012	2.9974e-011	1.8257e-010	2.9787e-010	3.1435e-010	2.7116e-010	2.5594e-010	1.7919e-010	7.633e-011	4.4327e-011	1.0742e-010	2.1713e-010
4.91e-010	5.1674e-010	5.3315e-010	5.4024e-010	5.3055e-010	4.8543e-010	4.515e-010	4.2503e-010	4.0229e-010	4.3735e-010	5.0411e-010	5.5968e-010	6.0034e-010	6.2235e-010	6.3317e-010	6.2907e-010	6.1006e-010	6.041e-010	6.3916e-010	6.7795e-010	6.9064e-010	6.8468e-010	6.4888e-010	6.2614e-010	6.295e-010	6.2727e-010	6.3436e-010	6.3399e-010	6.6346e-010	6.9479e-010	7.0934e-010	7.0338e-010	6.8064e-010	6.579e-010	6.6499e-010	6.7768e-010	6.7917e-010	6.5084e-010	6.5234e-010	6.7994e-010	7.0754e-010	7.0904e-010	6.9189e-010	6.822e-010	7.0607e-010	6.9452e-010	6.55e-010	5.9123e-010	5.0882e-010	4.6184e-010	4.1486e-010	3.6228e-010	3.0038e-010	2.3475e-010	1.6539e-010	9.7902e-011	3.4138e-011	1.6989e-011	3.5269e-011	2.4933e-010	4.317e-010	5.2643e-010	5.3911e-010	4.7162e-010	3.7989e-010	2.6019e-010	1.3116e-010	4.875e-011	5.2112e-011	1.0582e-010
4.2693e-010	4.4701e-010	4.5964e-010	4.5175e-010	4.2521e-010	3.6325e-010	3.1247e-010	2.9153e-010	3.0416e-010	3.8018e-010	4.7484e-010	5.6018e-010	6.101e-010	6.1153e-010	6.1483e-010	6.144e-010	5.9346e-010	6.0981e-010	6.4108e-010	6.7049e-010	6.8497e-010	6.7709e-010	6.4869e-010	6.3707e-010	6.4596e-010	6.6418e-010	6.7121e-010	6.6332e-010	6.5916e-010	6.7738e-010	6.8813e-010	6.8211e-010	6.5558e-010	6.5328e-010	6.6404e-010	6.8412e-010	6.6877e-010	6.497e-010	6.6791e-010	7.085e-010	7.4537e-010	7.524e-010	7.24e-010	7.0306e-010	7.1754e-010	7.1152e-010	6.6261e-010	5.6149e-010	4.1935e-010	3.3874e-010	2.7305e-010	2.1668e-010	1.4539e-010	7.7837e-011	3.4521e-011	1.9174e-011	1.6879e-011	2.0179e-011	1.4095e-010	3.9038e-010	5.4658e-010	6.2819e-010	6.5014e-010	6.1241e-010	5.1129e-010	3.6915e-010	2.4379e-010	1.5946e-010	1.3479e-010	1.1944e-010
3.3117e-010	3.4746e-010	3.4883e-010	3.2223e-010	2.8071e-010	2.1496e-010	1.6039e-010	1.599e-010	2.228e-010	3.2487e-010	4.4557e-010	5.5136e-010	5.9935e-010	6.1004e-010	6.1887e-010	6.2584e-010	6.1789e-010	6.174e-010	6.2809e-010	6.4811e-010	6.588e-010	6.4712e-010	6.3544e-010	6.3868e-010	6.6988e-010	6.9736e-010	6.9687e-010	6.8519e-010	6.6605e-010	6.5809e-010	6.5387e-010	6.4778e-010	6.361e-010	6.5985e-010	6.8919e-010	7.1294e-010	7.0126e-010	6.7653e-010	6.779e-010	7.147e-010	7.5709e-010	7.6405e-010	7.4119e-010	7.1459e-010	7.1969e-010	7.1547e-010	6.7768e-010	5.6345e-010	3.8208e-010	2.1191e-010	1.2564e-010	5.2431e-011	3.3292e-011	1.6017e-011	1.7389e-011	1.3167e-011	1.4538e-011	3.8285e-011	2.112e-010	4.3073e-010	5.7195e-010	6.5164e-010	6.9403e-010	6.7676e-010	5.9981e-010	4.8371e-010	4.0118e-010	3.2796e-010	3.2747e-010	2.9528e-010
2.727e-010	2.6468e-010	2.1937e-010	1.6474e-010	1.1571e-010	4.9889e-011	-4.7417e-012	3.013e-011	1.3399e-010	2.8447e-010	4.3868e-010	5.4441e-010	5.886e-010	6.0856e-010	6.4156e-010	6.6338e-010	6.6283e-010	6.5295e-010	6.3374e-010	6.3505e-010	6.3263e-010	6.2462e-010	6.1287e-010	6.3842e-010	6.7516e-010	7.0257e-010	7.0574e-010	6.8281e-010	6.5801e-010	6.5373e-010	6.5877e-010	6.4702e-010	6.4087e-010	6.7202e-010	7.1248e-010	7.2684e-010	7.1696e-010	6.9589e-010	6.8788e-010	7.1716e-010	7.4457e-010	7.552e-010	7.3414e-010	7.112e-010	7.1065e-010	6.9331e-010	6.3495e-010	5.2252e-010	3.299e-010	1.4102e-010	4.3504e-011	2.4301e-011	2.7474e-011	2.5053e-011	2.6362e-011	3.1399e-011	9.9834e-011	1.8132e-010	2.6467e-010	4.0396e-010	5.2461e-010	6.0982e-010	6.5775e-010	6.7211e-010	6.2494e-010	5.9455e-010	5.5297e-010	4.7969e-010	4.4184e-010	4.04e-010
2.5338e-010	2.3225e-010	1.3094e-010	1.658e-011	-3.6249e-011	-6.4838e-011	-6.5457e-011	-4.1837e-011	1.0485e-010	2.8137e-010	4.206e-010	5.1321e-010	5.6666e-010	6.0147e-010	6.4933e-010	6.7482e-010	6.8166e-010	6.6985e-010	6.4126e-010	6.2759e-010	6.3629e-010	6.3754e-010	6.2387e-010	6.4003e-010	6.5806e-010	6.8354e-010	6.7919e-010	6.6366e-010	6.4998e-010	6.6801e-010	6.9163e-010	6.8542e-010	6.5496e-010	6.7299e-010	7.0407e-010	7.2023e-010	7.1775e-010	7.0035e-010	6.7176e-010	6.8419e-010	7.0222e-010	7.0906e-010	6.9352e-010	6.7798e-010	6.7737e-010	6.4318e-010	5.5493e-010	4.2378e-010	2.6094e-010	1.0929e-010	2.8489e-011	2.2276e-011	2.1656e-011	2.2901e-011	7.2627e-011	1.8948e-010	2.7277e-010	3.43e-010	4.0205e-010	4.4805e-010	5.1083e-010	5.8106e-010	6.2519e-010	6.5254e-010	6.6311e-010	6.7182e-010	6.5069e-010	6.0532e-010	5.5435e-010	5.0339e-010
