# Channel: Detail 4
# Width: 31.5 nm
# Height: 31.5 nm
# Value units: m
1.3321e-010	1.4838e-010	1.9734e-010	3.0387e-010	4.435e-010	5.6845e-010	6.9759e-010	8.0179e-010	8.7033e-010	9.0274e-010	9.0928e-010	9.0347e-010	9.0419e-010	9.0956e-010	9.1564e-010	9.2801e-010	9.4224e-010	9.4599e-010	9.3248e-010	9.022e-010	8.4767e-010	7.7497e-010	6.8735e-010	6.0648e-010	5.149e-010	4.0583e-010	2.7906e-010	1.9656e-010	1.77e-010	1.7026e-010	1.7074e-010	1.7029e-010	1.7287e-010	1.7824e-010	1.8502e-010	1.8783e-010	1.9321e-010	1.9648e-010	1.9836e-010	2.077e-010	2.2893e-010	2.7952e-010	3.5599e-010	4.2826e-010	4.8794e-010	5.2711e-010	5.495e-010	5.5884e-010	5.4161e-010	5.0037e-010	4.3932e-010	3.5683e-010	2.8902e-010	3.1654e-010	3.9347e-010	4.6317e-010	5.091e-010	5.2963e-010	5.5901e-010	5.588e-010	5.1849e-010	4.5954e-010	4.0688e-010	3.6867e-010	3.1741e-010	3.3047e-010	4.081e-010	4.6103e-010	4.9437e-010	5.135e-010	5.2168e-010	5.119e-010	4.8605e-010	4.4248e-010	3.728e-010	2.8495e-010	2.3578e-010	2.5095e-010	3.8312e-010	5.4466e-010	6.9128e-010	8.1086e-010	9.0761e-010	9.7754e-010	1.0183e-009	1.0305e-009	1.0221e-009	1.0142e-009	1.01e-009	1.0128e-009	1.0177e-009	1.0259e-009	1.039e-009	1.0495e-009	1.0476e-009	1.0367e-009	1.0304e-009	1.0468e-009	1.078e-009	1.1044e-009	1.1209e-009	1.1282e-009	1.1226e-009	1.1051e-009	1.0844e-009	1.0755e-009	1.0868e-009	1.0975e-009	1.1045e-009	1.1047e-009	1.1001e-009	1.1003e-009	1.1141e-009
1.4041e-010	1.6206e-010	2.3243e-010	3.4639e-010	4.6314e-010	5.8944e-010	7.2694e-010	8.2621e-010	8.9168e-010	9.2243e-010	9.2217e-010	9.1632e-010	9.156e-010	9.1861e-010	9.2139e-010	9.2906e-010	9.3626e-010	9.3601e-010	9.2619e-010	9.1265e-010	8.8513e-010	8.2917e-010	7.5806e-010	6.669e-010	5.7319e-010	4.7387e-010	3.4985e-010	2.3096e-010	1.813e-010	1.7545e-010	1.7286e-010	1.7098e-010	1.7375e-010	1.7862e-010	1.8466e-010	1.914e-010	1.9674e-010	2.0837e-010	2.3446e-010	2.941e-010	3.668e-010	4.3973e-010	4.9915e-010	5.5949e-010	6.0632e-010	6.5361e-010	6.8319e-010	6.9646e-010	6.7056e-010	6.2696e-010	5.6983e-010	4.9895e-010	4.2411e-010	4.1174e-010	4.6649e-010	5.1635e-010	5.4593e-010	5.4824e-010	5.2654e-010	5.0437e-010	4.8524e-010	4.4886e-010	3.936e-010	3.1969e-010	2.5534e-010	3.2641e-010	4.1892e-010	4.739e-010	5.1001e-010	5.2654e-010	5.3281e-010	5.2183e-010	4.9198e-010	4.4068e-010	3.649e-010	2.6722e-010	2.2385e-010	2.4993e-010	3.9698e-010	5.72e-010	7.2372e-010	8.435e-010	9.2389e-010	9.812e-010	1.0161e-009	1.0268e-009	1.0217e-009	1.0184e-009	1.0109e-009	1.0083e-009	1.0146e-009	1.0351e-009	1.0624e-009	1.0838e-009	1.087e-009	1.0716e-009	1.0525e-009	1.0508e-009	1.0762e-009	1.1025e-009	1.1207e-009	1.1263e-009	1.1209e-009	1.1024e-009	1.0835e-009	1.0733e-009	1.0774e-009	1.0851e-009	1.086e-009	1.0778e-009	1.0662e-009	1.0769e-009	1.1151e-009
1.3875e-010	1.6713e-010	2.5517e-010	3.7189e-010	5.0189e-010	6.3701e-010	7.5885e-010	8.448e-010	9.0138e-010	9.2556e-010	9.29e-010	9.2358e-010	9.2515e-010	9.3115e-010	9.3972e-010	9.4828e-010	9.4893e-010	9.4024e-010	9.3226e-010	9.3174e-010	9.1723e-010	8.7731e-010	8.1828e-010	7.3944e-010	6.4988e-010	5.4075e-010	4.1529e-010	2.6606e-010	1.9165e-010	1.811e-010	1.7872e-010	1.7889e-010	1.8396e-010	1.8903e-010	2.0016e-010	2.1618e-010	2.5481e-010	3.1839e-010	3.8592e-010	4.5369e-010	5.0887e-010	5.5612e-010	6.127e-010	6.7814e-010	7.3682e-010	7.7172e-010	7.945e-010	8.0167e-010	7.8017e-010	7.3536e-010	6.6538e-010	5.9609e-010	5.4243e-010	5.3911e-010	5.6608e-010	5.9516e-010	6.1025e-010	6.06e-010	5.8403e-010	5.574e-010	5.3264e-010	5.0158e-010	4.5024e-010	3.7933e-010	2.8744e-010	2.8878e-010	3.8288e-010	4.5275e-010	4.9534e-010	5.1929e-010	5.2576e-010	5.1731e-010	4.8648e-010	4.3072e-010	3.4186e-010	2.4251e-010	2.1401e-010	2.3517e-010	3.8101e-010	5.5973e-010	7.1746e-010	8.3744e-010	9.2269e-010	9.7181e-010	9.9809e-010	1.0039e-009	1.0085e-009	1.014e-009	1.0118e-009	1.0053e-009	1.0115e-009	1.0382e-009	1.0757e-009	1.1043e-009	1.111e-009	1.0897e-009	1.0654e-009	1.0509e-009	1.0639e-009	1.0867e-009	1.1046e-009	1.1078e-009	1.0977e-009	1.082e-009	1.0673e-009	1.0686e-009	1.0784e-009	1.0867e-009	1.0862e-009	1.0726e-009	1.0546e-009	1.0632e-009	1.0974e-009
1.3709e-010	1.6567e-010	2.6346e-010	3.8107e-010	4.9565e-010	6.2258e-010	7.4182e-010	8.4055e-010	8.9966e-010	9.2613e-010	9.258e-010	9.2664e-010	9.3797e-010	9.5046e-010	9.6365e-010	9.7521e-010	9.7138e-010	9.545e-010	9.4811e-010	9.5734e-010	9.421e-010	9.0517e-010	8.5637e-010	7.9334e-010	7.1516e-010	6.0575e-010	4.8679e-010	3.5663e-010	2.3953e-010	1.9329e-010	1.8667e-010	1.8727e-010	1.9766e-010	2.1691e-010	2.6483e-010	3.4189e-010	4.1218e-010	4.6849e-010	5.1687e-010	5.6153e-010	6.0688e-010	6.6249e-010	7.2556e-010	7.7977e-010	8.1953e-010	8.4251e-010	8.599e-010	8.6959e-010	8.5924e-010	8.3234e-010	7.84e-010	7.2517e-010	6.5888e-010	6.5156e-010	6.5752e-010	6.6861e-010	6.7714e-010	6.6702e-010	6.3849e-010	6.067e-010	5.7863e-010	5.4404e-010	4.9873e-010	4.3827e-010	3.5846e-010	2.7376e-010	2.9627e-010	3.7216e-010	4.3919e-010	4.8221e-010	4.9936e-010	4.9321e-010	4.6188e-010	3.9979e-010	3.1252e-010	2.2875e-010	2.1117e-010	2.2483e-010	3.3847e-010	5.0923e-010	6.6413e-010	7.8267e-010	8.7394e-010	9.2116e-010	9.4414e-010	9.6292e-010	9.8543e-010	1.0049e-009	1.006e-009	1.0003e-009	1.0063e-009	1.0374e-009	1.0769e-009	1.109e-009	1.1161e-009	1.0983e-009	1.0719e-009	1.0513e-009	1.0526e-009	1.0667e-009	1.0794e-009	1.0803e-009	1.0687e-009	1.0584e-009	1.0576e-009	1.072e-009	1.0877e-009	1.1e-009	1.1022e-009	1.0956e-009	1.0792e-009	1.0702e-009	1.0855e-009
1.4336e-010	1.7679e-010	2.7175e-010	3.9072e-010	5.2111e-010	6.4148e-010	7.439e-010	8.2745e-010	8.8745e-010	9.1039e-010	9.1608e-010	9.2714e-010	9.4728e-010	9.686e-010	9.8711e-010	9.956e-010	9.922e-010	9.8182e-010	9.7353e-010	9.6827e-010	9.5578e-010	9.3047e-010	9.0027e-010	8.5516e-010	7.9186e-010	7.0409e-010	6.0164e-010	4.7681e-010	3.5734e-010	2.5162e-010	2.1676e-010	2.3271e-010	2.8036e-010	3.5178e-010	4.2973e-010	4.9556e-010	5.4461e-010	5.8456e-010	6.3198e-010	6.7776e-010	7.2168e-010	7.698e-010	8.1045e-010	8.4085e-010	8.6496e-010	8.8138e-010	8.9709e-010	9.1467e-010	9.1617e-010	9.0182e-010	8.7232e-010	8.1998e-010	7.6111e-010	7.4583e-010	7.4756e-010	7.6165e-010	7.769e-010	7.6441e-010	7.1813e-010	6.6019e-010	6.1228e-010	5.7392e-010	5.4116e-010	4.8812e-010	4.1526e-010	3.191e-010	2.5417e-010	2.7782e-010	3.4597e-010	4.0854e-010	4.4314e-010	4.3974e-010	4.0278e-010	3.3692e-010	2.5381e-010	2.1802e-010	2.1206e-010	2.1612e-010	2.5841e-010	4.0209e-010	5.6907e-010	6.955e-010	7.6739e-010	8.2273e-010	8.6641e-010	9.2222e-010	9.6847e-010	9.9351e-010	1.0011e-009	1.0016e-009	1.0087e-009	1.0359e-009	1.0691e-009	1.0953e-009	1.1005e-009	1.0831e-009	1.0615e-009	1.0463e-009	1.0429e-009	1.0502e-009	1.0526e-009	1.0523e-009	1.0416e-009	1.0326e-009	1.0418e-009	1.0631e-009	1.0859e-009	1.1034e-009	1.1115e-009	1.1134e-009	1.1019e-009	1.0864e-009	1.0804e-009
1.459e-010	1.674e-010	2.2876e-010	3.7497e-010	5.0859e-010	6.2146e-010	7.3526e-010	8.2343e-010	8.7873e-010	9.0117e-010	9.066e-010	9.288e-010	9.5637e-010	9.8207e-010	1.0092e-009	1.0186e-009	1.0137e-009	9.9841e-010	9.8542e-010	9.8082e-010	9.6853e-010	9.5228e-010	9.323e-010	8.967e-010	8.4525e-010	7.7679e-010	7.0367e-010	6.2099e-010	5.2223e-010	4.0598e-010	3.543e-010	3.8327e-010	4.3508e-010	4.9457e-010	5.5687e-010	6.1614e-010	6.6981e-010	7.2091e-010	7.5944e-010	7.849e-010	8.0781e-010	8.3607e-010	8.6248e-010	8.7862e-010	8.8917e-010	9.0089e-010	9.1844e-010	9.4204e-010	9.5562e-010	9.4729e-010	9.2475e-010	8.8146e-010	8.3724e-010	8.2705e-010	8.397e-010	8.591e-010	8.7012e-010	8.6133e-010	8.213e-010	7.5098e-010	6.7599e-010	6.1638e-010	5.9361e-010	5.5848e-010	5.026e-010	4.2831e-010	3.3887e-010	2.5736e-010	2.5439e-010	2.9781e-010	3.3493e-010	3.3173e-010	2.966e-010	2.4072e-010	2.1235e-010	2.1125e-010	2.1271e-010	2.1557e-010	2.224e-010	2.6954e-010	4.1714e-010	5.4004e-010	6.2844e-010	7.0985e-010	8.1223e-010	8.9224e-010	9.5174e-010	9.8327e-010	9.9568e-010	9.9808e-010	1.0028e-009	1.0173e-009	1.0386e-009	1.0575e-009	1.059e-009	1.042e-009	1.0323e-009	1.0317e-009	1.0362e-009	1.0372e-009	1.0342e-009	1.0242e-009	1.0085e-009	9.9617e-010	1.0058e-009	1.0294e-009	1.053e-009	1.0785e-009	1.1004e-009	1.1138e-009	1.1152e-009	1.1053e-009	1.0921e-009
1.5333e-010	1.7713e-010	2.522e-010	3.8392e-010	5.1307e-010	6.301e-010	7.476e-010	8.3014e-010	8.7981e-010	8.9615e-010	9.0224e-010	9.2487e-010	9.5939e-010	9.8762e-010	1.0117e-009	1.0224e-009	1.0161e-009	9.9728e-010	9.7913e-010	9.696e-010	9.6124e-010	9.573e-010	9.4894e-010	9.2426e-010	8.8489e-010	8.3387e-010	7.768e-010	7.2088e-010	6.5308e-010	5.7829e-010	5.3357e-010	5.5364e-010	6.0774e-010	6.679e-010	7.0592e-010	7.4417e-010	7.8359e-010	8.1648e-010	8.3934e-010	8.4939e-010	8.6131e-010	8.7578e-010	8.9282e-010	9.0194e-010	9.0919e-010	9.1878e-010	9.3372e-010	9.5496e-010	9.706e-010	9.7202e-010	9.534e-010	9.222e-010	8.8959e-010	8.8869e-010	9.0479e-010	9.265e-010	9.3445e-010	9.2935e-010	8.9861e-010	8.4433e-010	7.7163e-010	7.015e-010	6.5165e-010	6.2464e-010	5.9506e-010	5.4218e-010	4.8114e-010	3.8677e-010	2.8751e-010	2.3136e-010	2.2766e-010	2.1953e-010	2.0813e-010	2.0513e-010	2.1261e-010	2.1567e-010	2.1593e-010	2.1642e-010	2.2041e-010	2.3559e-010	2.7617e-010	3.7432e-010	5.0487e-010	6.4125e-010	7.6341e-010	8.6203e-010	9.3501e-010	9.7745e-010	9.9613e-010	9.9802e-010	9.9711e-010	1.0065e-009	1.013e-009	1.0235e-009	1.0231e-009	1.0138e-009	1.008e-009	1.0129e-009	1.0227e-009	1.0218e-009	1.0111e-009	9.9507e-010	9.7412e-010	9.5643e-010	9.5063e-010	9.6045e-010	9.8564e-010	1.0288e-009	1.0705e-009	1.0929e-009	1.1021e-009	1.1046e-009	1.0988e-009
1.6938e-010	2.09e-010	3.1667e-010	4.4042e-010	5.5881e-010	6.7837e-010	7.8255e-010	8.5782e-010	8.9906e-010	9.0768e-010	9.0627e-010	9.2211e-010	9.5146e-010	9.7989e-010	1.003e-009	1.0127e-009	1.006e-009	9.8637e-010	9.6119e-010	9.5139e-010	9.4672e-010	9.523e-010	9.5415e-010	9.3853e-010	9.0798e-010	8.6672e-010	8.2732e-010	7.9328e-010	7.4222e-010	6.914e-010	6.7857e-010	7.2354e-010	7.8367e-010	8.2305e-010	8.3679e-010	8.4214e-010	8.6007e-010	8.7801e-010	8.8919e-010	8.9197e-010	8.9406e-010	9.0291e-010	9.1735e-010	9.2946e-010	9.3877e-010	9.4645e-010	9.5436e-010	9.6368e-010	9.7439e-010	9.7531e-010	9.6597e-010	9.4289e-010	9.2377e-010	9.2609e-010	9.4612e-010	9.6639e-010	9.764e-010	9.7173e-010	9.4468e-010	9.0318e-010	8.4467e-010	7.6961e-010	7.0736e-010	6.7402e-010	6.4744e-010	6.1154e-010	5.6258e-010	4.9731e-010	4.2201e-010	3.1455e-010	2.3343e-010	2.1337e-010	2.1173e-010	2.1032e-010	2.1381e-010	2.1776e-010	2.1822e-010	2.1704e-010	2.1796e-010	2.289e-010	2.5733e-010	3.3726e-010	4.8013e-010	6.1997e-010	7.4325e-010	8.4393e-010	9.2014e-010	9.7047e-010	9.9633e-010	9.9842e-010	9.9375e-010	9.991e-010	1.0068e-009	1.011e-009	1.0072e-009	9.9626e-010	9.8786e-010	9.8691e-010	9.918e-010	9.9505e-010	9.8245e-010	9.631e-010	9.3605e-010	9.076e-010	8.8568e-010	8.7239e-010	8.9499e-010	9.5138e-010	1.0071e-009	1.0425e-009	1.0651e-009	1.0835e-009	1.093e-009
1.9569e-010	2.8725e-010	4.0817e-010	5.193e-010	6.3089e-010	7.4086e-010	8.2775e-010	8.8877e-010	9.1948e-010	9.2387e-010	9.1869e-010	9.254e-010	9.4307e-010	9.6423e-010	9.826e-010	9.8721e-010	9.797e-010	9.6054e-010	9.4371e-010	9.4483e-010	9.5038e-010	9.5662e-010	9.6054e-010	9.5e-010	9.2548e-010	8.9653e-010	8.7248e-010	8.4912e-010	8.1574e-010	7.9006e-010	8.0353e-010	8.4077e-010	8.8105e-010	9.064e-010	9.1148e-010	9.0165e-010	9.0673e-010	9.1157e-010	9.1339e-010	9.1404e-010	9.1539e-010	9.277e-010	9.4443e-010	9.5697e-010	9.6322e-010	9.6503e-010	9.6638e-010	9.696e-010	9.7165e-010	9.7044e-010	9.6316e-010	9.4936e-010	9.3976e-010	9.4367e-010	9.6111e-010	9.7994e-010	9.9061e-010	9.9126e-010	9.7467e-010	9.4362e-010	8.9533e-010	8.3911e-010	7.7776e-010	7.311e-010	6.9609e-010	6.6224e-010	6.242e-010	5.7614e-010	5.2155e-010	4.4366e-010	3.6063e-010	2.6735e-010	2.3235e-010	2.2927e-010	2.2549e-010	2.2008e-010	2.2213e-010	2.1999e-010	2.1877e-010	2.2945e-010	2.6156e-010	3.5731e-010	5.027e-010	6.1966e-010	7.1681e-010	8.1605e-010	9.0434e-010	9.5907e-010	9.8536e-010	9.9277e-010	9.9225e-010	1.0015e-009	1.0122e-009	1.0136e-009	1.0019e-009	9.7896e-010	9.5794e-010	9.4857e-010	9.4735e-010	9.473e-010	9.384e-010	9.1435e-010	8.8423e-010	8.4572e-010	8.0396e-010	7.6708e-010	7.8521e-010	8.5206e-010	9.1821e-010	9.692e-010	1.012e-009	1.0437e-009	1.067e-009
2.5277e-010	3.5687e-010	4.647e-010	5.5692e-010	6.5356e-010	7.5393e-010	8.4055e-010	9.006e-010	9.3035e-010	9.3166e-010	9.2039e-010	9.2473e-010	9.349e-010	9.4344e-010	9.5012e-010	9.498e-010	9.4109e-010	9.3098e-010	9.316e-010	9.5319e-010	9.6593e-010	9.7446e-010	9.7857e-010	9.6963e-010	9.4601e-010	9.2168e-010	9.0901e-010	8.9704e-010	8.7691e-010	8.6937e-010	8.8979e-010	9.1558e-010	9.4113e-010	9.5993e-010	9.5681e-010	9.4111e-010	9.359e-010	9.3465e-010	9.2641e-010	9.2889e-010	9.4046e-010	9.5226e-010	9.6429e-010	9.7213e-010	9.7578e-010	9.7849e-010	9.791e-010	9.8648e-010	9.8663e-010	9.8001e-010	9.6571e-010	9.5327e-010	9.4969e-010	9.4891e-010	9.5675e-010	9.7368e-010	9.8781e-010	9.9472e-010	9.8997e-010	9.6891e-010	9.3759e-010	8.9882e-010	8.6237e-010	8.2686e-010	7.8366e-010	7.2926e-010	6.8117e-010	6.4006e-010	5.9103e-010	5.3128e-010	4.5474e-010	3.6912e-010	3.3151e-010	3.3212e-010	2.9777e-010	2.4035e-010	2.2815e-010	2.255e-010	2.2588e-010	2.3838e-010	2.9074e-010	3.8645e-010	5.0547e-010	6.0584e-010	7.0365e-010	7.9866e-010	8.7875e-010	9.3997e-010	9.7414e-010	9.8431e-010	9.9099e-010	1.0051e-009	1.0097e-009	1.005e-009	9.8412e-010	9.5071e-010	9.1823e-010	8.9413e-010	8.8309e-010	8.7322e-010	8.5775e-010	8.3086e-010	7.8789e-010	7.377e-010	6.8004e-010	6.2565e-010	6.6076e-010	7.3083e-010	7.9647e-010	8.7028e-010	9.3079e-010	9.8851e-010	1.0222e-009
