# Channel: Detail 4
# Width: 50.0 nm
# Height: 50.0 nm
# Value units: m
3.9908e-010	2.7249e-010	1.0675e-010	-3.0563e-012	-2.336e-011	-2.3152e-011	-1.7351e-011	2.2014e-011	1.4902e-010	2.9466e-010	3.9743e-010	4.2933e-010	4.053e-010	3.0109e-010	1.801e-010	9.826e-011	-1.1545e-011	-3.3713e-011	-2.9776e-011	4.5016e-011	2.0931e-010	3.7174e-010	4.745e-010	5.2133e-010	5.1035e-010	4.0986e-010	2.2547e-010	5.6e-011	1.3452e-010	2.7644e-010	4.3328e-010	5.9011e-010	7.4695e-010	8.7954e-010	9.9163e-010	1.0702e-009	1.1375e-009	1.1918e-009	1.2405e-009	1.263e-009	1.2763e-009	1.2653e-009	1.2525e-009	1.2545e-009	1.2715e-009	1.2755e-009	1.2645e-009	1.2498e-009	1.2332e-009	1.2222e-009	1.1926e-009	1.1462e-009	1.0886e-009	1.0273e-009	9.6595e-010	9.3819e-010	9.3094e-010	8.9944e-010	8.3998e-010	7.8985e-010	7.3412e-010	6.8771e-010	6.6367e-010	6.471e-010	6.4358e-010	6.5311e-010	6.4772e-010	6.6844e-010	6.817e-010	6.9123e-010	7.0449e-010	6.9724e-010	6.8813e-010	6.7715e-010	6.7549e-010	6.6451e-010	6.4421e-010	6.2763e-010	5.9055e-010	5.3295e-010	4.2874e-010	3.2453e-010	2.5947e-010	2.3544e-010	1.909e-010	1.5568e-010	1.5589e-010	1.5609e-010	1.4698e-010	1.2108e-010	9.8913e-011	5.6234e-011	2.3676e-012	-1.2342e-011	-8.4049e-012	-2.4979e-011	-3.223e-011	-3.2022e-011	-2.995e-011	-2.9742e-011	-2.767e-011	-3.6786e-011	-3.4714e-011	-2.8912e-011	-2.684e-011	-2.6632e-011	-1.3372e-011	8.566e-011	2.5928e-010	4.4595e-010	6.177e-010	8.0251e-010	9.6494e-010	1.0938e-009	1.1854e-009	1.2378e-009	1.2772e-009	1.3016e-009	1.3167e-009	1.3151e-009	1.306e-009	1.2931e-009	1.2803e-009	1.2767e-009	1.2825e-009	1.2734e-009	1.2811e-009	1.2813e-009
5.4053e-010	4.4565e-010	2.5753e-010	3.9573e-011	-1.4293e-011	4.5582e-011	1.4648e-010	1.933e-010	2.3826e-010	3.5035e-010	4.4751e-010	4.8688e-010	4.6098e-010	3.7355e-010	2.8799e-010	2.4158e-010	1.4669e-010	2.0104e-011	-2.2575e-011	-1.4909e-011	1.1955e-010	2.8385e-010	3.9407e-010	4.4462e-010	4.3177e-010	3.3875e-010	1.786e-010	2.4593e-010	3.0022e-010	3.0788e-010	3.1182e-010	4.1831e-010	5.4904e-010	6.835e-010	8.2542e-010	9.5056e-010	1.0496e-009	1.1374e-009	1.1973e-009	1.2348e-009	1.2425e-009	1.252e-009	1.2504e-009	1.2562e-009	1.2657e-009	1.264e-009	1.2475e-009	1.216e-009	1.1807e-009	1.1455e-009	1.0935e-009	1.0341e-009	9.429e-010	8.4242e-010	7.4194e-010	6.9739e-010	6.8455e-010	6.6424e-010	6.5513e-010	6.4228e-010	6.5368e-010	6.6508e-010	6.5782e-010	6.4311e-010	6.2654e-010	6.3607e-010	6.5679e-010	6.6259e-010	6.7958e-010	6.8725e-010	6.8373e-010	6.7274e-010	6.9533e-010	7.1232e-010	7.1439e-010	6.9409e-010	6.7378e-010	6.6467e-010	6.5555e-010	6.0914e-010	5.3104e-010	4.3056e-010	3.5618e-010	3.396e-010	2.932e-010	1.9271e-010	1.6309e-010	1.5397e-010	1.4113e-010	1.2269e-010	9.3062e-011	5.5977e-011	-1.6186e-012	-2.1922e-011	-2.3579e-011	-2.3371e-011	-3.0622e-011	-3.6008e-011	-2.4613e-011	-2.2541e-011	-2.4198e-011	-1.6532e-011	-1.446e-011	-1.6117e-011	-2.3368e-011	2.9448e-012	2.9257e-011	1.2829e-010	3.075e-010	4.8485e-010	6.566e-010	8.3581e-010	9.9451e-010	1.1234e-009	1.2019e-009	1.2525e-009	1.2694e-009	1.2864e-009	1.3034e-009	1.3018e-009	1.2852e-009	1.2742e-009	1.2744e-009	1.2653e-009	1.2674e-009	1.275e-009	1.2771e-009	1.2792e-009
6.074e-010	5.3303e-010	3.7288e-010	1.1017e-010	7.6816e-011	2.2246e-010	3.4574e-010	3.9629e-010	3.7972e-010	3.5755e-010	4.2302e-010	4.6052e-010	4.4581e-010	3.677e-010	3.3062e-010	3.0658e-010	2.5645e-010	1.7834e-010	6.667e-011	-1.1436e-011	-9.3642e-012	9.7127e-011	2.204e-010	2.7282e-010	2.6184e-010	1.8932e-010	2.809e-010	4.1536e-010	4.8456e-010	4.7917e-010	4.0293e-010	4.0127e-010	4.6861e-010	5.2102e-010	6.3311e-010	7.7316e-010	9.0949e-010	1.0309e-009	1.115e-009	1.1674e-009	1.2031e-009	1.2182e-009	1.2203e-009	1.2298e-009	1.2337e-009	1.2265e-009	1.2024e-009	1.1803e-009	1.1264e-009	1.0446e-009	9.5715e-010	8.4361e-010	7.2821e-010	6.24e-010	5.5708e-010	5.2932e-010	5.1461e-010	5.0363e-010	5.113e-010	5.5998e-010	6.2172e-010	6.4244e-010	6.3892e-010	6.2794e-010	6.0577e-010	6.0971e-010	6.5094e-010	6.6793e-010	6.7373e-010	6.7207e-010	6.5736e-010	6.7249e-010	7.0812e-010	7.3817e-010	7.4583e-010	7.1248e-010	6.8285e-010	6.7373e-010	6.6648e-010	6.4059e-010	5.8672e-010	5.1234e-010	4.939e-010	4.6801e-010	3.7685e-010	2.3721e-010	1.5164e-010	1.3693e-010	1.2782e-010	1.1311e-010	8.1617e-011	4.2668e-011	-1.0926e-014	-2.5908e-011	-2.7565e-011	-2.5493e-011	-2.5285e-011	-2.6942e-011	-2.6735e-011	-2.0933e-011	-2.259e-011	-2.2383e-011	-1.4717e-011	-5.1858e-012	4.3449e-012	6.0491e-011	7.3751e-011	1.5227e-010	3.2962e-010	5.107e-010	6.8991e-010	8.6539e-010	1.0278e-009	1.1474e-009	1.2128e-009	1.2485e-009	1.2561e-009	1.2769e-009	1.2845e-009	1.2885e-009	1.2775e-009	1.2628e-009	1.2835e-009	1.2818e-009	1.2802e-009	1.2748e-009	1.2694e-009	1.2621e-009
6.2393e-010	5.5701e-010	4.0991e-010	1.6958e-010	2.0895e-010	3.6578e-010	4.8906e-010	5.3774e-010	5.2117e-010	4.3747e-010	3.5377e-010	3.6703e-010	3.5232e-010	3.0218e-010	3.1544e-010	3.4362e-010	3.3077e-010	2.9183e-010	2.1185e-010	6.6621e-011	-1.1486e-011	-9.4135e-012	1.5034e-011	5.4399e-011	7.3253e-011	1.8347e-010	3.4777e-010	4.7663e-010	5.4024e-010	5.3299e-010	4.6607e-010	4.5509e-010	5.0378e-010	5.245e-010	4.93e-010	5.9017e-010	7.265e-010	8.7028e-010	9.9169e-010	1.0739e-009	1.1245e-009	1.162e-009	1.1678e-009	1.1699e-009	1.157e-009	1.1498e-009	1.1295e-009	1.1073e-009	1.0478e-009	9.4922e-010	8.1891e-010	6.5316e-010	5.4336e-010	4.6525e-010	3.9274e-010	3.3701e-010	3.1857e-010	3.4488e-010	4.3645e-010	5.4854e-010	6.196e-010	6.3286e-010	6.2934e-010	6.1836e-010	5.906e-010	6.1318e-010	6.5628e-010	6.8445e-010	7.0144e-010	6.8487e-010	6.7016e-010	6.7969e-010	7.0787e-010	7.3791e-010	7.4184e-010	7.2154e-010	6.8073e-010	6.6975e-010	6.5877e-010	6.4219e-010	6.0324e-010	5.5684e-010	5.5704e-010	5.2742e-010	4.2693e-010	2.6306e-010	1.5325e-010	1.3108e-010	1.1824e-010	1.0166e-010	7.7631e-011	3.3088e-011	-1.5185e-011	-2.43e-011	-2.7822e-011	-2.575e-011	-8.7606e-012	3.4333e-011	7.9292e-011	9.6281e-011	6.479e-011	1.6005e-012	-1.3109e-011	-9.172e-012	4.0879e-012	4.5317e-011	5.6713e-011	1.688e-010	3.4428e-010	5.2349e-010	7.0643e-010	8.7632e-010	1.0388e-009	1.1508e-009	1.22e-009	1.2538e-009	1.2671e-009	1.271e-009	1.2749e-009	1.2807e-009	1.2716e-009	1.2737e-009	1.2851e-009	1.2928e-009	1.2892e-009	1.2839e-009	1.271e-009	1.26e-009
5.957e-010	5.3624e-010	3.9847e-010	1.7678e-010	2.5531e-010	4.0841e-010	5.2423e-010	5.7478e-010	5.5821e-010	4.801e-010	3.3114e-010	2.6981e-010	2.2154e-010	2.1615e-010	2.723e-010	3.3217e-010	3.5849e-010	3.4191e-010	2.8059e-010	1.596e-010	1.0759e-010	8.9155e-011	7.4445e-011	9.8893e-011	1.0842e-010	1.8135e-010	3.2886e-010	4.5214e-010	5.1947e-010	5.1968e-010	5.1989e-010	5.2196e-010	4.9979e-010	4.944e-010	4.5173e-010	4.2956e-010	5.2673e-010	6.6119e-010	8.0311e-010	9.2078e-010	1.0068e-009	1.0517e-009	1.0687e-009	1.0577e-009	1.0468e-009	1.032e-009	1.0117e-009	9.7652e-010	9.0774e-010	8.0166e-010	6.6948e-010	5.1865e-010	3.8834e-010	2.804e-010	1.8364e-010	1.2791e-010	1.6914e-010	3.1292e-010	4.6417e-010	5.8185e-010	6.4172e-010	6.5871e-010	6.4027e-010	6.4048e-010	6.3509e-010	6.3717e-010	6.728e-010	7.0844e-010	7.2729e-010	7.219e-010	7.016e-010	6.8503e-010	6.9456e-010	7.1341e-010	7.2108e-010	6.9891e-010	6.7301e-010	6.7136e-010	6.6597e-010	6.3261e-010	5.9553e-010	5.4539e-010	5.4373e-010	5.1784e-010	4.2108e-010	2.5348e-010	1.5672e-010	1.3828e-010	1.2544e-010	1.0327e-010	7.9239e-011	2.9102e-011	-1.7306e-011	-2.8287e-011	-1.6891e-011	-5.4959e-012	7.1161e-011	1.646e-010	2.1702e-010	2.4519e-010	2.3794e-010	1.8035e-010	7.2407e-011	-1.1294e-011	-1.8545e-011	-5.2845e-012	2.6622e-011	1.6481e-010	3.4216e-010	5.2323e-010	6.9499e-010	8.7979e-010	1.0385e-009	1.1487e-009	1.2216e-009	1.2461e-009	1.2575e-009	1.2707e-009	1.2803e-009	1.2861e-009	1.2807e-009	1.2772e-009	1.2886e-009	1.2962e-009	1.302e-009	1.2911e-009	1.2726e-009	1.2579e-009
5.19e-010	4.614e-010	3.2176e-010	1.2432e-010	2.1776e-010	3.69e-010	4.8481e-010	5.3537e-010	5.2811e-010	4.4441e-010	2.9732e-010	2.0056e-010	1.3737e-010	1.0961e-010	1.7508e-010	2.6479e-010	3.2653e-010	3.3793e-010	2.822e-010	1.985e-010	2.0803e-010	2.1383e-010	2.3455e-010	2.7205e-010	2.7412e-010	2.2212e-010	2.3538e-010	3.5306e-010	4.2225e-010	4.7654e-010	5.2709e-010	5.4781e-010	5.0699e-010	4.2329e-010	3.8434e-010	3.7709e-010	3.7171e-010	4.5023e-010	5.6604e-010	6.9118e-010	7.9953e-010	8.706e-010	8.8945e-010	8.7474e-010	8.7681e-010	8.7516e-010	8.3994e-010	7.7302e-010	6.8745e-010	5.8884e-010	4.8835e-010	3.6363e-010	2.0721e-010	1.0859e-010	6.5914e-011	4.934e-011	1.6702e-010	3.2386e-010	4.7137e-010	5.8532e-010	6.5079e-010	6.6778e-010	6.5866e-010	6.5887e-010	6.7213e-010	6.7234e-010	6.856e-010	7.2683e-010	7.4754e-010	7.4216e-010	7.144e-010	6.8663e-010	6.8125e-010	6.8332e-010	6.8726e-010	6.6882e-010	6.597e-010	6.5805e-010	6.5452e-010	6.1744e-010	5.4866e-010	4.892e-010	4.6889e-010	4.3927e-010	3.5557e-010	2.2152e-010	1.6765e-010	1.5294e-010	1.4196e-010	1.198e-010	8.4576e-011	4.1897e-011	-8.2403e-012	-2.1085e-011	-1.1554e-011	1.8487e-011	1.4549e-010	2.4079e-010	3.1372e-010	3.8851e-010	4.0737e-010	3.852e-010	2.5488e-010	4.2524e-011	-1.8801e-011	-1.8594e-011	1.3312e-011	1.4031e-010	3.1766e-010	4.9874e-010	6.7981e-010	8.5343e-010	1.014e-009	1.1261e-009	1.1971e-009	1.2384e-009	1.2591e-009	1.2761e-009	1.2875e-009	1.2951e-009	1.2916e-009	1.2825e-009	1.2846e-009	1.2811e-009	1.2831e-009	1.2777e-009	1.2593e-009	1.2353e-009
3.9194e-010	3.3435e-010	1.9098e-010	4.2018e-011	1.0562e-010	2.4195e-010	3.6708e-010	4.3069e-010	4.1784e-010	3.3787e-010	1.9637e-010	9.9617e-011	2.7104e-011	-6.2513e-012	4.9895e-011	1.6571e-010	2.5542e-010	2.78e-010	2.3346e-010	2.2248e-010	2.7862e-010	3.3291e-010	4.1516e-010	4.713e-010	4.7524e-010	4.1392e-010	2.6868e-010	2.2041e-010	2.952e-010	3.9983e-010	4.7835e-010	5.0093e-010	4.6385e-010	3.615e-010	3.0577e-010	3.2835e-010	3.1924e-010	3.0826e-010	4.0543e-010	4.8954e-010	5.8112e-010	6.354e-010	6.5985e-010	6.6751e-010	6.7145e-010	6.6793e-010	6.3084e-010	5.6392e-010	5.0633e-010	4.3195e-010	3.5011e-010	2.3658e-010	1.0626e-010	3.748e-011	7.8541e-012	3.6031e-011	1.6676e-010	3.236e-010	4.6179e-010	5.7387e-010	6.3561e-010	6.4701e-010	6.5095e-010	6.7912e-010	7.0543e-010	7.2056e-010	7.1517e-010	7.2284e-010	7.361e-010	7.3071e-010	7.0855e-010	6.8078e-010	6.7167e-010	6.7001e-010	6.6276e-010	6.3873e-010	6.2775e-010	6.0931e-010	5.7222e-010	5.3327e-010	4.6822e-010	4.1062e-010	3.6608e-010	3.3086e-010	2.6954e-010	1.8397e-010	1.6926e-010	1.6574e-010	1.5103e-010	1.214e-010	8.9913e-011	3.6046e-011	-6.6326e-012	-8.2896e-012	1.2411e-012	1.1892e-010	2.6457e-010	3.8038e-010	4.7382e-010	5.3556e-010	5.5255e-010	5.2292e-010	4.0753e-010	1.8771e-010	3.3171e-012	-5.7985e-012	3.0139e-015	1.0463e-010	2.7452e-010	4.5e-010	6.2548e-010	8.0283e-010	9.6153e-010	1.0829e-009	1.1615e-009	1.2195e-009	1.2607e-009	1.2833e-009	1.2928e-009	1.2986e-009	1.2932e-009	1.2785e-009	1.2769e-009	1.2752e-009	1.2568e-009	1.2402e-009	1.2162e-009	1.1791e-009
2.5557e-010	2.1662e-010	1.2173e-010	-1.1258e-012	-1.0241e-011	4.404e-011	1.468e-010	2.1041e-010	1.9756e-010	1.381e-010	4.5078e-011	-3.1942e-012	-1.7904e-011	-2.329e-011	-1.003e-011	6.1033e-011	1.3769e-010	1.6214e-010	1.4556e-010	2.2968e-010	3.3617e-010	4.6131e-010	5.5475e-010	5.9598e-010	5.9245e-010	5.3113e-010	3.7844e-010	1.9964e-010	1.7934e-010	2.5413e-010	3.4011e-010	3.7202e-010	3.4053e-010	2.4004e-010	2.1228e-010	2.4419e-010	2.4253e-010	2.1477e-010	2.4295e-010	3.3266e-010	4.1491e-010	5.0275e-010	5.7195e-010	5.9453e-010	5.9288e-010	6.0241e-010	5.6532e-010	4.8162e-010	3.7182e-010	2.9185e-010	2.2306e-010	1.319e-010	4.6339e-011	1.2983e-011	5.7325e-012	3.5774e-011	1.7396e-010	3.308e-010	4.7085e-010	5.7362e-010	6.2417e-010	6.4116e-010	6.5255e-010	6.9565e-010	7.4433e-010	7.5946e-010	7.2983e-010	7.1139e-010	7.0787e-010	7.0062e-010	6.7845e-010	6.712e-010	6.6768e-010	6.5111e-010	6.2894e-010	5.8999e-010	5.4358e-010	5.0836e-010	4.6382e-010	4.0063e-010	3.4303e-010	3.2087e-010	2.9124e-010	2.3178e-010	1.9096e-010	1.5201e-010	1.7273e-010	1.9345e-010	1.7874e-010	1.2861e-010	8.0333e-011	2.4601e-011	-1.4348e-011	-8.5466e-012	1.0167e-010	2.7156e-010	4.1348e-010	5.0692e-010	5.7052e-010	5.987e-010	6.045e-010	5.6369e-010	4.5948e-010	2.7322e-010	1.5409e-010	7.7853e-011	4.4497e-011	9.132e-011	2.4256e-010	4.1804e-010	5.7675e-010	7.3731e-010	8.9974e-010	1.0249e-009	1.1276e-009	1.195e-009	1.2474e-009	1.283e-009	1.2963e-009	1.3002e-009	1.293e-009	1.282e-009	1.2636e-009	1.2377e-009	1.2136e-009	1.1784e-009	1.1357e-009	1.0725e-009
1.3784e-010	1.194e-010	4.1296e-011	-6.9766e-012	-1.4228e-011	1.7679e-011	5.3314e-011	4.4199e-011	2.0166e-011	5.4567e-012	-1.2982e-011	-2.0233e-011	-2.3754e-011	-2.1682e-011	-1.2152e-011	-1.7538e-011	-2.4132e-012	1.6441e-011	8.191e-011	2.2756e-010	3.7694e-010	5.1326e-010	5.9551e-010	6.3115e-010	6.239e-010	5.5884e-010	4.2666e-010	2.2176e-010	1.6789e-010	1.7556e-010	1.9255e-010	1.9835e-010	1.8364e-010	1.8758e-010	1.8965e-010	1.8986e-010	1.8074e-010	1.7163e-010	2.0167e-010	2.8206e-010	3.6058e-010	4.8571e-010	5.6983e-010	5.9801e-010	5.7584e-010	5.574e-010	5.2964e-010	4.3848e-010	2.9325e-010	1.592e-010	7.923e-011	3.2822e-011	1.0654e-011	8.9972e-012	1.1069e-011	6.1622e-011	2.0913e-010	3.6597e-010	5.0789e-010	6.0879e-010	6.5188e-010	6.5209e-010	6.5416e-010	6.8793e-010	7.3289e-010	7.4429e-010	7.2398e-010	6.9809e-010	6.8338e-010	6.7426e-010	6.6328e-010	6.4671e-010	6.32e-010	5.9864e-010	5.5596e-010	4.965e-010	4.3145e-010	3.6826e-010	3.0134e-010	2.4001e-010	2.1039e-010	2.2178e-010	2.0148e-010	1.7558e-010	1.5341e-010	1.4616e-010	1.9112e-010	2.3235e-010	2.2883e-010	1.992e-010	1.3601e-010	4.1126e-011	-1.8334e-011	1.9166e-011	1.5736e-010	3.2724e-010	4.5984e-010	5.4209e-010	5.7586e-010	5.8726e-010	5.7441e-010	5.2614e-010	4.5176e-010	3.979e-010	3.72e-010	3.2373e-010	2.4748e-010	2.0108e-010	2.9265e-010	4.327e-010	5.4293e-010	6.4942e-010	8.0252e-010	9.4444e-010	1.0528e-009	1.1388e-009	1.1968e-009	1.2492e-009	1.2737e-009	1.2757e-009	1.2685e-009	1.2463e-009	1.2148e-009	1.174e-009	1.1183e-009	1.0607e-009	9.9562e-010	9.0633e-010
1.2655e-011	7.2682e-012	-5.5765e-012	-1.2827e-011	-7.026e-012	3.7933e-011	8.4756e-011	6.6317e-011	6.8568e-012	-1.7176e-011	-1.8833e-011	-2.049e-011	-2.0282e-011	-7.0222e-012	-1.6138e-011	-1.4065e-011	-2.691e-011	-2.6703e-011	3.8767e-011	1.8255e-010	3.4498e-010	4.8131e-010	5.7288e-010	6.1597e-010	6.0313e-010	5.474e-010	4.1522e-010	2.2896e-010	2.4409e-010	2.7226e-010	2.7247e-010	2.2979e-010	1.8525e-010	1.9105e-010	2.0058e-010	1.9706e-010	1.6557e-010	1.6018e-010	1.9768e-010	2.7061e-010	3.3235e-010	4.4444e-010	5.3042e-010	5.5859e-010	5.1591e-010	4.5645e-010	4.0632e-010	3.1889e-010	1.8671e-010	7.1307e-011	1.1847e-011	6.4604e-012	4.8034e-012	-5.8286e-013	5.2186e-012	7.4417e-011	2.3498e-010	3.9368e-010	5.3187e-010	6.3091e-010	6.7213e-010	6.6302e-010	6.6323e-010	6.7276e-010	6.8975e-010	7.0487e-010	6.9016e-010	6.8291e-010	6.9244e-010	6.796e-010	6.5929e-010	6.1475e-010	5.7767e-010	5.1448e-010	4.2705e-010	3.5267e-010	2.6897e-010	2.1883e-010	1.7802e-010	1.5212e-010	1.5792e-010	1.6559e-010	1.7139e-010	1.5854e-010	1.4756e-010	1.4777e-010	1.7222e-010	2.2464e-010	2.5654e-010	2.4929e-010	1.9543e-010	9.1214e-011	-1.8096e-012	7.2983e-011	2.0371e-010	3.2139e-010	4.3907e-010	5.12e-010	5.4204e-010	5.4038e-010	5.1076e-010	5.0351e-010	5.3914e-010	5.5054e-010	5.582e-010	5.4722e-010	4.5979e-010	3.9474e-010	4.4343e-010	4.772e-010	5.3148e-010	5.9322e-010	6.8293e-010	8.0807e-010	9.4439e-010	1.0378e-009	1.1164e-009	1.18e-009	1.2137e-009	1.2214e-009	1.2011e-009	1.1733e-009	1.1251e-009	1.0525e-009	9.763e-010	8.9074e-010	8.0704e-010	7.2707e-010
