# Channel: Detail 4
# Width: 30.0 nm
# Height: 30.0 nm
# Value units: m
2.4955e-010	3.5736e-010	4.2789e-010	4.8349e-010	5.4655e-010	5.947e-010	6.2047e-010	6.4251e-010	6.5896e-010	6.6422e-010	6.7507e-010	6.9338e-010	6.9305e-010	6.9645e-010	7.1849e-010	7.2934e-010	7.2155e-010	7.1003e-010	7.041e-010	7.0936e-010	7.1462e-010	7.2547e-010	7.1954e-010	7.0429e-010	7.0023e-010	7.2041e-010	7.238e-010	6.9923e-010	6.5414e-010	5.8855e-010	5.099e-010	4.4989e-010	3.8616e-010	2.7582e-010	2.0649e-010	1.2971e-010	9.7675e-011	9.7341e-011	2.3499e-010	3.6704e-010	4.7113e-010	5.6403e-010	6.1777e-010	6.4913e-010	6.6185e-010	6.6711e-010	7.022e-010	7.2611e-010	7.2204e-010	7.3103e-010	7.5307e-010	7.7885e-010	7.9716e-010	8.0615e-010	8.0022e-010	7.8124e-010	7.4548e-010	7.5633e-010	7.821e-010	7.9482e-010	7.8889e-010	7.7737e-010	7.7144e-010	7.8229e-010	7.8382e-010	7.7417e-010	7.44e-010	7.2688e-010	7.3587e-010	7.5232e-010	7.5199e-010	7.1063e-010	6.3198e-010	5.2536e-010	4.2807e-010	3.2332e-010	1.6449e-010	7.6518e-011	8.7372e-011	9.6361e-011	2.2655e-010	4.5743e-010	6.2678e-010
2.5245e-010	3.7891e-010	4.83e-010	5.7216e-010	6.2031e-010	6.5167e-010	6.6066e-010	6.6779e-010	6.8983e-010	6.9695e-010	7.0967e-010	7.2053e-010	7.146e-010	7.124e-010	7.2139e-010	7.2105e-010	7.0394e-010	6.8682e-010	6.9022e-010	7.0666e-010	7.1752e-010	7.2091e-010	7.1499e-010	6.9601e-010	6.8075e-010	6.7669e-010	6.8009e-010	6.4246e-010	5.7873e-010	4.9635e-010	4.2703e-010	3.6329e-010	2.9024e-010	1.6311e-010	8.6327e-011	7.1076e-011	7.2607e-011	1.1889e-010	2.9569e-010	4.2402e-010	5.4861e-010	6.2846e-010	6.7474e-010	6.8746e-010	7.0204e-010	7.2035e-010	7.4239e-010	7.5884e-010	7.5478e-010	7.5072e-010	7.5784e-010	7.6869e-010	7.8141e-010	7.8108e-010	7.8634e-010	7.6549e-010	7.4651e-010	7.5364e-010	7.6635e-010	7.6789e-010	7.545e-010	7.6162e-010	7.8553e-010	8.113e-010	8.2588e-010	8.0317e-010	7.7301e-010	7.4657e-010	7.4064e-010	7.459e-010	7.437e-010	7.2285e-010	6.5912e-010	5.6742e-010	4.6267e-010	3.4673e-010	1.8417e-010	8.6878e-011	8.4679e-011	9.5532e-011	2.2199e-010	4.3796e-010	5.8493e-010
3.2807e-010	4.3589e-010	5.3811e-010	6.2355e-010	6.7356e-010	6.7695e-010	6.8221e-010	6.8934e-010	7.0205e-010	7.2223e-010	7.2376e-010	7.2156e-010	7.2496e-010	7.3208e-010	7.4853e-010	7.3887e-010	7.143e-010	6.9159e-010	6.9125e-010	7.2448e-010	7.4093e-010	7.4433e-010	7.2348e-010	6.8026e-010	6.2585e-010	5.9195e-010	5.6738e-010	5.2602e-010	4.4924e-010	3.8178e-010	3.1246e-010	2.3567e-010	1.477e-010	7.8375e-011	5.9394e-011	5.5331e-011	6.0591e-011	1.5722e-010	3.2656e-010	4.7167e-010	6e-010	6.7984e-010	7.168e-010	7.1087e-010	7.1799e-010	7.3258e-010	7.4903e-010	7.5801e-010	7.6141e-010	7.5735e-010	7.6261e-010	7.6414e-010	7.5261e-010	7.4482e-010	7.5381e-010	7.5161e-010	7.606e-010	7.8078e-010	7.8231e-010	7.6892e-010	7.4808e-010	7.552e-010	7.9402e-010	8.2166e-010	8.3065e-010	8.1353e-010	7.9082e-010	7.6438e-010	7.5846e-010	7.5066e-010	7.3168e-010	7.1643e-010	6.8067e-010	6.1507e-010	5.0846e-010	3.5709e-010	1.908e-010	8.6049e-011	9.1309e-011	9.4704e-011	1.876e-010	3.7187e-010	5.0951e-010
5.0252e-010	5.749e-010	6.3237e-010	6.7493e-010	7.0816e-010	7.0596e-010	6.9443e-010	7.0715e-010	7.1428e-010	7.2327e-010	7.192e-010	7.0395e-010	7.204e-010	7.5363e-010	7.7753e-010	7.7347e-010	7.489e-010	7.1686e-010	7.1094e-010	7.3484e-010	7.4756e-010	7.1739e-010	6.779e-010	6.0858e-010	5.2993e-010	4.6993e-010	4.2857e-010	3.7789e-010	3.067e-010	2.3738e-010	1.6432e-010	1.0432e-010	7.2287e-011	6.263e-011	4.9243e-011	4.1451e-011	5.2304e-011	1.6385e-010	3.4065e-010	4.9695e-010	6.3087e-010	7.0698e-010	7.2716e-010	7.1937e-010	7.2835e-010	7.3175e-010	7.3887e-010	7.3668e-010	7.3821e-010	7.4906e-010	7.711e-010	7.8009e-010	7.723e-010	7.4959e-010	7.3807e-010	7.4892e-010	7.8588e-010	8.1538e-010	8.1318e-010	8.0352e-010	7.6776e-010	7.5997e-010	7.8574e-010	8.0778e-010	8.1117e-010	7.9779e-010	7.7694e-010	7.6356e-010	7.7627e-010	7.7594e-010	7.5696e-010	7.2306e-010	7.0035e-010	6.5527e-010	5.5611e-010	3.8609e-010	1.9184e-010	9.0815e-011	9.2346e-011	9.5741e-011	1.4389e-010	2.7035e-010	3.7816e-010
6.2662e-010	6.5053e-010	6.9494e-010	7.0953e-010	7.2411e-010	7.2005e-010	7.1039e-010	7.2497e-010	7.3769e-010	7.4108e-010	7.2583e-010	7.0499e-010	7.233e-010	7.6958e-010	7.9162e-010	7.9315e-010	7.7977e-010	7.5519e-010	7.3808e-010	7.4147e-010	7.43e-010	6.9792e-010	5.9876e-010	4.9028e-010	3.9671e-010	3.3484e-010	2.7484e-010	2.0552e-010	1.4179e-010	1.0229e-010	9.6367e-011	8.671e-011	6.7729e-011	6.1801e-011	6.3332e-011	5.7404e-011	1.0555e-010	2.0591e-010	3.5288e-010	5.1849e-010	6.3936e-010	7.1175e-010	7.2633e-010	7.26e-010	7.3685e-010	7.5516e-010	7.6415e-010	7.4703e-010	7.2619e-010	7.501e-010	7.8705e-010	8.091e-010	8.0876e-010	7.7859e-010	7.4843e-010	7.5368e-010	7.9251e-010	8.2014e-010	8.31e-010	8.1761e-010	7.8558e-010	7.5914e-010	7.6626e-010	7.6966e-010	7.6932e-010	7.5967e-010	7.6306e-010	7.8697e-010	8.0901e-010	8.1613e-010	7.8783e-010	7.4647e-010	7.2749e-010	6.8614e-010	5.7952e-010	3.9645e-010	1.8728e-010	9.1852e-011	8.9653e-011	8.9319e-011	1.2814e-010	2.2477e-010	2.7291e-010
6.9478e-010	6.814e-010	6.8666e-010	7.0497e-010	7.1023e-010	7.0803e-010	7.1702e-010	7.4838e-010	7.7042e-010	7.6636e-010	7.5111e-010	7.2467e-010	7.3552e-010	7.6689e-010	7.8707e-010	8.0724e-010	7.808e-010	7.525e-010	7.3538e-010	7.2759e-010	7.1421e-010	6.7658e-010	5.9047e-010	4.4843e-010	2.9892e-010	1.8298e-010	1.1366e-010	8.3489e-011	7.0102e-011	7.1633e-011	8.2486e-011	7.2829e-011	6.5037e-011	6.0973e-011	7.7421e-011	1.7032e-010	2.6321e-010	3.3933e-010	4.1172e-010	5.2326e-010	6.2921e-010	6.9227e-010	7.1618e-010	7.233e-010	7.5467e-010	7.8603e-010	7.8943e-010	7.8536e-010	7.5333e-010	7.6418e-010	7.8996e-010	8.1759e-010	8.1166e-010	7.9082e-010	7.6251e-010	7.5472e-010	7.8049e-010	8.0813e-010	8.1898e-010	7.9814e-010	7.6797e-010	7.5831e-010	7.6171e-010	7.5951e-010	7.5544e-010	7.4019e-010	7.6223e-010	7.9546e-010	8.2123e-010	8.3209e-010	8.1311e-010	7.7548e-010	7.3599e-010	6.7226e-010	5.5259e-010	4.0122e-010	2.2747e-010	8.7294e-011	7.3908e-011	7.7303e-011	1.124e-010	1.8665e-010	2.2174e-010
7.3311e-010	7.1413e-010	6.8583e-010	6.7431e-010	6.8702e-010	6.9788e-010	7.2178e-010	7.6993e-010	7.8824e-010	7.9164e-010	7.7266e-010	7.3876e-010	7.3283e-010	7.4928e-010	7.6013e-010	7.6353e-010	7.5574e-010	7.3676e-010	7.3083e-010	7.2863e-010	7.0965e-010	6.7575e-010	5.971e-010	4.5133e-010	2.7199e-010	1.0757e-010	6.8078e-011	5.842e-011	5.6222e-011	5.7752e-011	5.5553e-011	5.3355e-011	5.675e-011	6.9468e-011	1.9033e-010	3.0001e-010	3.6867e-010	4.5038e-010	5.1158e-010	5.7278e-010	6.3584e-010	6.728e-010	6.9857e-010	7.2807e-010	7.7249e-010	8.0758e-010	8.2216e-010	7.9945e-010	7.6928e-010	7.5963e-010	7.7607e-010	7.7947e-010	7.9965e-010	7.8253e-010	7.5982e-010	7.4643e-010	7.5542e-010	7.7187e-010	7.7527e-010	7.6374e-010	7.5222e-010	7.6867e-010	7.8698e-010	7.8851e-010	7.8072e-010	7.6174e-010	7.6141e-010	7.8904e-010	8.1481e-010	8.2753e-010	8.0855e-010	7.8398e-010	7.4635e-010	6.8075e-010	5.6108e-010	4.1531e-010	2.5275e-010	9.3924e-011	7.4944e-011	6.7151e-011	7.8005e-011	1.0937e-010	1.1649e-010
7.0804e-010	6.9279e-010	6.9059e-010	6.6975e-010	6.9552e-010	7.0451e-010	7.2469e-010	7.6724e-010	7.8369e-010	7.8894e-010	7.7929e-010	7.5285e-010	7.4133e-010	7.2794e-010	7.2388e-010	7.1795e-010	7.1389e-010	7.266e-010	7.3559e-010	7.2221e-010	7.0696e-010	6.7865e-010	5.8882e-010	4.4304e-010	2.6557e-010	8.8094e-011	5.7926e-011	5.5728e-011	4.98e-011	4.5736e-011	4.9131e-011	4.8797e-011	4.6599e-011	1.1712e-010	2.7155e-010	3.775e-010	4.5734e-010	5.4651e-010	6.0771e-010	6.3535e-010	6.723e-010	6.9435e-010	7.0706e-010	7.2165e-010	7.6793e-010	8.0675e-010	8.1201e-010	7.893e-010	7.6286e-010	7.4575e-010	7.5846e-010	7.6372e-010	7.6339e-010	7.556e-010	7.5153e-010	7.4188e-010	7.5087e-010	7.4867e-010	7.3715e-010	7.3681e-010	7.4207e-010	7.8089e-010	8.1599e-010	8.2125e-010	8.0973e-010	7.8142e-010	7.6431e-010	7.6957e-010	7.8788e-010	7.9687e-010	7.8721e-010	7.645e-010	7.3806e-010	6.7433e-010	5.6585e-010	4.4991e-010	3.0786e-010	1.3412e-010	8.1574e-011	7.5646e-011	7.5312e-011	7.1249e-011	7.8373e-011
6.0653e-010	6.1738e-010	6.4315e-010	6.857e-010	7.3198e-010	7.3724e-010	7.3318e-010	7.4776e-010	7.5675e-010	7.6388e-010	7.5795e-010	7.4456e-010	7.4982e-010	7.4762e-010	7.2678e-010	7.0593e-010	7.056e-010	7.2764e-010	7.3476e-010	7.1019e-010	6.707e-010	6.2748e-010	5.3391e-010	3.9373e-010	2.6288e-010	1.0218e-010	5.7098e-011	5.6764e-011	4.5242e-011	4.4908e-011	4.0845e-011	3.8646e-011	4.2041e-011	1.6291e-010	3.192e-010	4.438e-010	5.4602e-010	6.1654e-010	6.6096e-010	6.8113e-010	7.0131e-010	7.1962e-010	7.2861e-010	7.3014e-010	7.5218e-010	7.7422e-010	7.9254e-010	7.605e-010	7.4525e-010	7.3187e-010	7.4272e-010	7.4239e-010	7.29e-010	7.2866e-010	7.3206e-010	7.4478e-010	7.4258e-010	7.4411e-010	7.4564e-010	7.3598e-010	7.4311e-010	7.782e-010	8.0957e-010	8.2228e-010	8.1636e-010	7.8805e-010	7.6161e-010	7.5755e-010	7.684e-010	7.718e-010	7.5468e-010	7.4316e-010	7.3537e-010	6.9588e-010	6.1164e-010	5.0875e-010	3.723e-010	2.3025e-010	1.2363e-010	7.8547e-011	7.4484e-011	7.2285e-011	7.3816e-011
4.6585e-010	5.1027e-010	6.0503e-010	6.9233e-010	7.4234e-010	7.532e-010	7.454e-010	7.3015e-010	7.3168e-010	7.2762e-010	7.2915e-010	7.4933e-010	7.695e-010	7.7476e-010	7.5951e-010	7.3307e-010	7.1596e-010	7.3054e-010	7.2648e-010	7.019e-010	6.5495e-010	5.7631e-010	4.8088e-010	3.8358e-010	2.8629e-010	1.6102e-010	6.9322e-011	5.78e-011	4.8143e-011	3.8486e-011	4.0017e-011	3.9682e-011	4.4942e-011	1.8818e-010	3.6499e-010	5.045e-010	6.1418e-010	6.6979e-010	6.9369e-010	7.176e-010	7.3591e-010	7.3185e-010	7.3151e-010	7.2931e-010	7.4017e-010	7.3983e-010	7.339e-010	7.1492e-010	7.1086e-010	7.2731e-010	7.363e-010	7.2105e-010	7.1325e-010	7.036e-010	7.1072e-010	7.1412e-010	7.0259e-010	7.2091e-010	7.5041e-010	7.5567e-010	7.4787e-010	7.6805e-010	7.9196e-010	8.0654e-010	7.9688e-010	7.7417e-010	7.5333e-010	7.6605e-010	7.7131e-010	7.6911e-010	7.5386e-010	7.4606e-010	7.6624e-010	7.4353e-010	6.7607e-010	5.9183e-010	4.7962e-010	3.5622e-010	2.4587e-010	1.2433e-010	7.5521e-011	7.1457e-011	7.1123e-011
