# Channel: FFT Modulus 5
# Width: 5.75 nm<sup>-1</sup>
# Height: 5.75 nm<sup>-1</sup>
# Value units: m
1.1232e-013	1.4127e-013	2.7805e-013	2.9616e-013	1.4758e-013	6.1284e-014	1.2468e-013	1.0184e-013	9.534e-014	7.4551e-014	1.4176e-013	3.3552e-013	2.7078e-013	2.3754e-013	2.1109e-013	1.7056e-013	7.501e-014	8.0629e-014	1.2176e-013	8.0646e-014	2.9362e-013	3.4662e-013	3.3404e-013	2.5912e-013	2.0569e-013	6.0741e-013	5.8033e-013	1.8574e-013	8.2488e-013	2.3707e-012	3.4636e-012	2.0113e-012	8.2195e-013	3.4865e-013	1.4726e-013	1.9279e-013	1.9154e-013	4.8457e-013	2.8902e-013	1.8704e-013	3.9883e-013	3.2392e-013	1.0549e-013	2.6154e-013	1.1631e-013	1.7468e-013	1.5881e-013	1.4159e-013	9.7026e-014	2.3007e-013	1.7098e-013	4.5112e-014	1.9931e-013	2.3447e-013	1.3866e-013	1.7821e-014	1.5015e-013	3.1695e-013	3.4262e-013	1.9452e-013	4.3804e-014
3.6828e-014	7.4672e-014	1.2158e-013	2.263e-013	1.2394e-013	8.6933e-014	9.3017e-014	4.2038e-014	1.0527e-013	1.6711e-013	1.3291e-013	2.2482e-013	3.8776e-013	3.6742e-013	3.3697e-013	3.581e-013	2.7576e-013	2.8833e-013	2.07e-013	8.6494e-014	2.5287e-013	2.3931e-013	1.3437e-013	1.5888e-013	5.1646e-013	5.1838e-013	5.1057e-013	2.413e-013	8.476e-013	1.3638e-012	1.1636e-012	1.401e-012	7.0315e-013	4.6515e-014	1.5354e-013	3.4511e-013	4.0349e-013	3.5522e-013	1.4426e-013	9.7562e-014	3.4007e-013	4.4693e-013	9.3729e-014	1.862e-013	1.3209e-013	1.723e-013	1.2559e-013	2.068e-013	2.5211e-013	7.7537e-014	1.6004e-013	2.9276e-013	1.6566e-013	1.1142e-013	1.5653e-014	8.1912e-014	6.9905e-014	1.5826e-013	2.8104e-013	2.0162e-013	5.6167e-014
6.5343e-014	7.6655e-014	1.3181e-013	2.2253e-013	1.2179e-013	6.6417e-014	1.0164e-013	1.008e-013	7.1207e-014	1.214e-013	7.2835e-014	1.2648e-013	2.6942e-013	3.6964e-013	4.1059e-013	5.3867e-013	4.0109e-013	4.7935e-013	2.0892e-013	9.7573e-014	3.1201e-013	1.4425e-013	1.5432e-013	1.2611e-013	3.7947e-013	9.0359e-013	1.1986e-012	5.5496e-013	5.7607e-013	2.31e-012	3.601e-012	2.6344e-012	5.1615e-013	3.4356e-013	5.1277e-013	4.9383e-013	5.1401e-013	3.1422e-013	6.6424e-014	7.7529e-014	2.9567e-013	4.8259e-013	2.3046e-013	1.313e-013	1.2112e-013	1.344e-013	1.6535e-013	1.3666e-013	1.3425e-013	1.9672e-013	1.5254e-013	3.8806e-013	3.213e-013	2.0832e-013	1.4174e-013	1.8941e-014	9.0892e-014	6.9358e-014	2.1296e-013	1.5534e-013	3.8072e-014
1.3269e-013	5.2899e-014	1.0775e-013	1.1188e-013	6.0355e-014	2.1408e-014	1.427e-013	2.2937e-013	1.3475e-013	1.3377e-013	6.4586e-014	2.277e-013	2.1319e-013	2.1237e-013	2.3256e-013	3.8672e-013	3.61e-013	7.4547e-013	2.9389e-013	5.5654e-014	1.9715e-013	2.7026e-013	2.2993e-013	5.4923e-014	1.3886e-013	8.1512e-013	1.3561e-012	4.5686e-013	8.2831e-013	2.7009e-012	3.3324e-012	1.3726e-012	4.2988e-013	2.6976e-013	7.6515e-013	2.9223e-013	2.8889e-013	1.4443e-013	1.1056e-013	1.964e-013	2.815e-013	2.8675e-013	2.1414e-014	2.2942e-013	9.4949e-014	1.1099e-013	6.6445e-014	2.0086e-013	1.0863e-013	3.0843e-013	2.4161e-013	2.107e-013	2.8943e-013	2.9798e-013	2.2832e-013	1.0378e-013	2.236e-013	1.5841e-013	2.2599e-013	1.3896e-013	1.3345e-013
2.6014e-014	7.5673e-014	9.1223e-014	5.788e-014	1.0328e-013	3.2315e-014	3.6094e-014	9.0919e-014	4.3111e-014	1.8031e-013	1.851e-013	3.5404e-013	4.232e-013	3.2763e-013	2.2374e-013	1.6078e-013	1.6278e-013	5.9977e-013	3.5614e-013	2.9437e-013	2.2876e-013	2.913e-013	4.7872e-013	3.6492e-013	3.1566e-013	8.7945e-013	1.2769e-012	3.1507e-013	1.2104e-012	3.1485e-012	1.7357e-012	7.9076e-013	5.9044e-013	2.6906e-013	1.2888e-012	5.3118e-013	1.4855e-013	3.3207e-014	1.5528e-013	2.3442e-013	2.4087e-013	2.4596e-013	1.3275e-013	2.056e-013	1.5976e-014	2.5585e-013	1.9754e-013	1.0628e-013	1.1359e-013	3.2095e-013	1.6986e-013	6.8727e-014	3.3583e-014	2.5135e-013	3.0835e-013	8.9154e-014	2.3123e-013	2.1253e-013	2.3476e-013	1.5132e-013	4.0873e-014
1.651e-013	6.8918e-014	7.1318e-014	7.0144e-014	7.8751e-014	8.5503e-014	5.1975e-014	3.9907e-014	5.6043e-014	1.9259e-013	1.9258e-013	2.5645e-013	3.8127e-013	3.1749e-013	1.1395e-013	1.0275e-013	2.1191e-013	1.0808e-012	1.1256e-012	4.1673e-013	3.1186e-013	1.7575e-013	3.3514e-013	5.2864e-013	2.5673e-013	9.767e-013	1.5101e-012	6.0725e-013	7.5747e-013	1.6671e-012	1.4924e-012	1.8376e-012	7.3088e-013	4.0476e-013	1.0444e-012	4.4601e-013	7.6247e-014	1.3611e-013	5.4802e-014	4.0022e-014	3.1535e-014	2.417e-013	1.8371e-013	6.5113e-014	3.0566e-014	1.8633e-013	1.5973e-013	5.7542e-014	1.0273e-013	5.5023e-014	1.2085e-013	2.1044e-013	1.321e-013	1.8516e-013	1.1488e-013	1.5214e-013	1.5021e-013	1.8861e-013	1.2399e-013	8.9793e-014	1.0023e-013
1.3594e-013	1.1911e-013	1.8794e-014	1.7821e-013	9.6091e-014	1.3286e-013	1.7285e-013	1.624e-013	3.362e-014	1.4883e-013	2.2602e-013	7.0908e-014	1.1041e-013	2.6029e-014	1.5088e-013	4.2542e-014	4.8781e-013	1.7263e-012	1.5243e-012	3.3239e-013	1.5948e-013	2.2789e-013	1.3163e-013	3.0467e-013	2.0405e-013	6.2964e-013	1.0424e-012	6.203e-013	5.3418e-013	3.1542e-013	1.5501e-012	1.8096e-012	5.9137e-013	5.8552e-013	7.6911e-013	3.4492e-013	8.5666e-014	8.9346e-014	7.6886e-014	7.1344e-014	1.2531e-013	3.2354e-013	3.0532e-013	1.5155e-013	1.105e-013	1.1249e-013	1.187e-013	4.1963e-014	9.3688e-014	2.0845e-013	2.8947e-013	3.2639e-013	1.2479e-013	1.0552e-013	1.1465e-013	2.0111e-013	1.9557e-013	1.806e-013	5.543e-014	1.8675e-013	1.9301e-013
1.3503e-013	2.6322e-013	1.636e-013	2.5218e-013	1.1273e-013	1.9435e-013	2.8012e-013	2.8059e-013	1.5684e-013	7.9557e-014	2.3652e-013	2.1431e-013	3.236e-013	2.6861e-013	6.5347e-014	1.8477e-014	5.6524e-013	1.3927e-012	9.8349e-013	1.7042e-013	2.3194e-013	2.4979e-013	2.7417e-013	2.7813e-013	3.5864e-013	2.1364e-013	4.5676e-013	2.4612e-013	3.8529e-013	1.0773e-012	1.4425e-012	7.7216e-013	2.6e-013	1.9922e-013	2.2052e-013	1.6376e-013	2.204e-013	2.9413e-013	1.7239e-013	2.4606e-013	3.9565e-013	2.7197e-013	1.8503e-013	1.6721e-013	1.8892e-013	2.2148e-013	9.9119e-014	1.0305e-013	1.6975e-013	2.0306e-013	2.4132e-013	2.1905e-013	6.31e-014	1.4754e-013	2.2722e-013	9.4517e-014	1.5559e-013	7.7062e-014	9.1251e-014	2.2875e-013	2.2046e-013
2.832e-013	2.6308e-013	1.5801e-013	1.6669e-013	9.4377e-014	6.4126e-014	2.3981e-013	3.3207e-013	2.2268e-013	9.9249e-014	2.0265e-013	1.7577e-013	2.3455e-013	2.6201e-013	1.6056e-013	3.1273e-014	3.9536e-013	1.1536e-012	7.7045e-013	1.7306e-013	3.6804e-013	2.5052e-013	1.3616e-013	1.0739e-013	2.2731e-013	3.7907e-013	5.6829e-013	4.4221e-013	3.1711e-013	2.404e-012	2.5987e-012	6.3453e-013	2.0991e-013	2.0011e-013	3.3936e-013	1.7759e-013	2.1763e-013	2.7794e-013	2.1171e-013	2.5954e-013	5.0507e-013	2.6915e-013	6.1568e-014	5.1968e-014	9.0053e-014	1.8596e-013	5.9944e-014	1.2028e-013	6.6611e-014	1.0067e-013	1.9564e-013	1.2583e-013	3.3418e-014	1.0783e-013	1.9564e-013	1.5719e-013	1.6966e-013	2.8857e-013	2.8467e-013	6.2625e-014	4.0326e-014
1.5701e-013	1.58e-013	2.3209e-013	3.096e-013	9.3427e-014	2.4721e-013	1.8497e-013	1.017e-013	4.9225e-014	3.0102e-014	1.6078e-013	9.2146e-014	1.9282e-013	5.9302e-014	1.5601e-013	6.3465e-014	1.8505e-013	6.0194e-013	2.8297e-013	3.4905e-013	3.5346e-013	1.3113e-013	5.7504e-014	2.1175e-013	1.6237e-013	5.8522e-013	1.1133e-012	8.005e-013	4.0957e-013	2.4714e-012	3.1399e-012	2.225e-012	7.7989e-013	7.7066e-013	1.2273e-012	5.1616e-013	2.1657e-013	1.5198e-013	1.9474e-013	1.1944e-013	3.5961e-013	2.475e-013	1.0372e-013	1.0117e-013	9.0421e-014	2.1848e-014	1.0584e-013	1.2579e-013	1.8038e-013	1.4874e-013	1.8749e-013	1.9536e-013	3.1659e-014	5.2566e-014	1.6392e-013	2.7952e-013	3.2735e-013	4.8935e-013	4.4978e-013	1.1616e-013	7.339e-014
