# Channel: Detail 12
# Width: 20.1 nm<sup>-1</sup>
# Height: 20.1 nm<sup>-1</sup>
# Value units: m
2.4245e-021	2.6002e-021	2.7938e-021	3.0078e-021	3.245e-021	3.5089e-021	3.8032e-021	4.1328e-021	4.5031e-021	4.921e-021	5.3945e-021	5.9337e-021	6.5508e-021	7.2609e-021	8.0832e-021	9.0415e-021	1.0167e-020	1.1499e-020	1.3091e-020	1.5013e-020	1.736e-020	2.0265e-020	2.3916e-020	2.8588e-020	3.4695e-020	4.2883e-020	5.4205e-020	7.048e-020	9.5069e-020	1.3479e-019	2.0545e-019	3.5484e-019	2.635e-018	1.8417e-018	8.2411e-018	4.3778e-017	3.1581e-017	8.9457e-017	1.1511e-016	9.616e-017	4.0129e-017	4.3055e-018	7.4317e-017	1.3327e-016	2.4404e-016	1.641e-016	2.0459e-016	1.8742e-016	2.3767e-017	8.496e-018	5.4178e-018	8.3297e-018	3.6374e-018	1.1405e-018	7.685e-018	3.9104e-017	5.5268e-017	4.2033e-017	2.9761e-016	5.1672e-016	2.8468e-016	2.8283e-017	4.4239e-017	1.0072e-016	9.6455e-017	7.5963e-017	3.0436e-017	4.1296e-017	7.7186e-018	1.785e-018	2.2569e-018	2.9733e-019	1.6634e-019	1.0626e-019	7.3473e-020	5.3701e-020	4.0902e-020	3.2158e-020	2.5926e-020	2.133e-020	1.7843e-020	1.5136e-020	1.2991e-020	1.1264e-020	9.8523e-021	8.6837e-021	7.7056e-021	6.8788e-021	6.1739e-021	5.5681e-021	5.0438e-021	4.5872e-021	4.1872e-021	3.8349e-021	3.5231e-021	3.246e-021	2.9987e-021	2.7771e-021	2.5779e-021	2.3981e-021	2.2355e-021	2.0879e-021	1.9536e-021
2.6079e-021	2.7966e-021	3.0047e-021	3.2347e-021	3.4896e-021	3.773e-021	4.0891e-021	4.443e-021	4.8407e-021	5.2893e-021	5.7976e-021	6.3762e-021	7.0383e-021	7.8001e-021	8.6818e-021	9.7093e-021	1.0915e-020	1.2343e-020	1.4048e-020	1.6106e-020	1.8617e-020	2.1725e-020	2.5629e-020	3.0623e-020	3.7146e-020	4.5887e-020	5.7967e-020	7.5319e-020	1.0152e-019	1.4381e-019	2.19e-019	3.7785e-019	2.8006e-018	1.9544e-018	8.7521e-018	4.6482e-017	3.3534e-017	9.5057e-017	1.2231e-016	1.0205e-016	4.2578e-017	4.4475e-018	7.801e-017	1.3983e-016	2.6263e-016	1.7894e-016	2.2096e-016	2.0343e-016	2.5508e-017	9.2324e-018	5.8922e-018	9.026e-018	3.9247e-018	1.1757e-018	8.0678e-018	4.1041e-017	5.807e-017	4.494e-017	3.2027e-016	5.579e-016	3.0748e-016	3.0706e-017	4.7057e-017	1.0706e-016	1.021e-016	8.0441e-017	3.2291e-017	4.3795e-017	8.1851e-018	1.8937e-018	2.3905e-018	3.1514e-019	1.7634e-019	1.1268e-019	7.7951e-020	5.7005e-020	4.3444e-020	3.4177e-020	2.757e-020	2.2695e-020	1.8996e-020	1.6122e-020	1.3845e-020	1.2009e-020	1.0508e-020	9.2657e-021	8.225e-021	7.345e-021	6.5944e-021	5.9491e-021	5.3904e-021	4.9037e-021	4.4771e-021	4.1014e-021	3.7688e-021	3.4731e-021	3.209e-021	2.9724e-021	2.7596e-021	2.5676e-021	2.3938e-021	2.2361e-021	2.0925e-021
2.8111e-021	3.0143e-021	3.2384e-021	3.4859e-021	3.7604e-021	4.0654e-021	4.4057e-021	4.7865e-021	5.2144e-021	5.697e-021	6.2436e-021	6.8658e-021	7.5776e-021	8.3963e-021	9.3437e-021	1.0447e-020	1.1743e-020	1.3275e-020	1.5105e-020	1.7312e-020	2.0005e-020	2.3336e-020	2.7518e-020	3.2864e-020	3.9844e-020	4.919e-020	6.2098e-020	8.0629e-020	1.0859e-019	1.5368e-019	2.338e-019	4.0293e-019	2.9805e-018	2.0765e-018	9.3067e-018	4.9417e-017	3.5653e-017	1.0114e-016	1.3012e-016	1.0845e-016	4.5233e-017	4.592e-018	8.1959e-017	1.4684e-016	2.8326e-016	1.9562e-016	2.3913e-016	2.2134e-016	2.742e-017	1.0057e-017	6.4248e-018	9.8033e-018	4.2441e-018	1.2111e-018	8.4772e-018	4.3117e-017	6.1073e-017	4.8155e-017	3.4535e-016	6.0358e-016	3.328e-016	3.3414e-017	5.0123e-017	1.1396e-016	1.082e-016	8.5283e-017	3.4301e-017	4.6503e-017	8.6904e-018	2.0114e-018	2.535e-018	3.3443e-019	1.8717e-019	1.1965e-019	8.2812e-020	6.0596e-020	4.621e-020	3.6377e-020	2.9363e-020	2.4186e-020	2.0256e-020	1.7201e-020	1.4778e-020	1.2825e-020	1.1228e-020	9.904e-021	8.795e-021	7.8569e-021	7.0563e-021	6.3677e-021	5.7714e-021	5.2517e-021	4.7961e-021	4.3946e-021	4.0392e-021	3.723e-021	3.4407e-021	3.1876e-021	2.9599e-021	2.7544e-021	2.5684e-021	2.3995e-021	2.2458e-021
3.0368e-021	3.2562e-021	3.498e-021	3.7651e-021	4.0612e-021	4.3903e-021	4.7573e-021	5.168e-021	5.6293e-021	6.1495e-021	6.7387e-021	7.4091e-021	8.1759e-021	9.0576e-021	1.0078e-020	1.1266e-020	1.2659e-020	1.4308e-020	1.6275e-020	1.8647e-020	2.154e-020	2.5116e-020	2.9604e-020	3.5338e-020	4.2819e-020	5.2831e-020	6.6649e-020	8.647e-020	1.1635e-019	1.6451e-019	2.5e-019	4.3035e-019	3.1764e-018	2.2091e-018	9.9098e-018	5.2606e-017	3.7957e-017	1.0775e-016	1.3862e-016	1.1539e-016	4.8116e-017	4.7384e-018	8.6189e-017	1.5435e-016	3.0624e-016	2.1445e-016	2.5937e-016	2.4143e-016	2.9525e-017	1.0983e-017	7.0247e-018	1.0674e-017	4.6004e-018	1.2465e-018	8.9154e-018	4.5344e-017	6.4297e-017	5.1724e-017	3.7317e-016	6.544e-016	3.6098e-016	3.6451e-017	5.3466e-017	1.2148e-016	1.148e-016	9.0524e-017	3.6483e-017	4.9441e-017	9.2386e-018	2.1392e-018	2.6915e-018	3.5535e-019	1.9892e-019	1.2722e-019	8.8098e-020	6.4506e-020	4.9226e-020	3.8778e-020	3.1323e-020	2.5818e-020	2.1636e-020	1.8383e-020	1.5803e-020	1.3722e-020	1.2018e-020	1.0606e-020	9.4222e-021	8.4204e-021	7.565e-021	6.8291e-021	6.1915e-021	5.6355e-021	5.148e-021	4.7183e-021	4.3376e-021	3.999e-021	3.6965e-021	3.4253e-021	3.1812e-021	2.9609e-021	2.7614e-021	2.5802e-021	2.4153e-021
3.2886e-021	3.5259e-021	3.7874e-021	4.0763e-021	4.3965e-021	4.7523e-021	5.149e-021	5.5929e-021	6.0914e-021	6.6535e-021	7.2899e-021	8.0139e-021	8.8417e-021	9.7934e-021	1.0894e-020	1.2176e-020	1.3678e-020	1.5455e-020	1.7575e-020	2.0129e-020	2.3243e-020	2.7091e-020	3.1917e-020	3.8078e-020	4.6113e-020	5.6856e-020	7.1673e-020	9.2911e-020	1.249e-019	1.7642e-019	2.6779e-019	4.6038e-019	3.39e-018	2.3533e-018	1.0567e-017	5.6079e-017	4.0466e-017	1.1496e-016	1.4788e-016	1.2295e-016	5.1253e-017	4.8857e-018	9.0725e-017	1.624e-016	3.3193e-016	2.3578e-016	2.8197e-016	2.6404e-016	3.1847e-017	1.2027e-017	7.7029e-018	1.1652e-017	4.9989e-018	1.2814e-018	9.3852e-018	4.7737e-017	6.7762e-017	5.5698e-017	4.0414e-016	7.111e-016	3.9245e-016	3.987e-017	5.712e-017	1.2968e-016	1.2195e-016	9.6207e-017	3.8856e-017	5.2635e-017	9.8345e-018	2.2783e-018	2.8613e-018	3.7807e-019	2.117e-019	1.3545e-019	9.3859e-020	6.8773e-020	5.2522e-020	4.1406e-020	3.3471e-020	2.7608e-020	2.3151e-020	1.9683e-020	1.6931e-020	1.4709e-020	1.2889e-020	1.138e-020	1.0114e-020	9.0425e-021	8.127e-021	7.339e-021	6.6559e-021	6.0601e-021	5.5374e-021	5.0765e-021	4.6681e-021	4.3047e-021	3.9799e-021	3.6887e-021	3.4265e-021	3.1898e-021	2.9754e-021	2.7806e-021	2.6033e-021
3.5702e-021	3.8276e-021	4.1111e-021	4.4244e-021	4.7715e-021	5.1571e-021	5.587e-021	6.068e-021	6.608e-021	7.2167e-021	7.9058e-021	8.6895e-021	9.5854e-021	1.0615e-020	1.1805e-020	1.3191e-020	1.4815e-020	1.6734e-020	1.9023e-020	2.178e-020	2.514e-020	2.9288e-020	3.4488e-020	4.1123e-020	4.9768e-020	6.132e-020	7.7238e-020	1.0004e-019	1.3435e-019	1.8955e-019	2.8736e-019	4.9336e-019	3.6234e-018	2.5103e-018	1.1284e-017	5.9866e-017	4.3204e-017	1.2283e-016	1.5798e-016	1.3118e-016	5.4672e-017	5.0333e-018	9.5594e-017	1.7104e-016	3.6075e-016	2.6003e-016	3.0729e-016	2.8958e-016	3.4413e-017	1.3208e-017	8.4728e-018	1.2755e-017	5.4463e-018	1.3153e-018	9.8893e-018	5.0312e-017	7.1492e-017	6.014e-017	4.387e-016	7.7457e-016	4.277e-016	4.373e-017	6.1119e-017	1.3866e-016	1.2972e-016	1.0238e-016	4.1442e-017	5.6112e-017	1.0483e-017	2.4298e-018	3.0458e-018	4.028e-019	2.2562e-019	1.4443e-019	1.0015e-019	7.344e-020	5.6132e-020	4.4289e-020	3.5831e-020	2.9577e-020	2.4821e-020	2.1117e-020	1.8175e-020	1.5799e-020	1.3852e-020	1.2236e-020	1.088e-020	9.7316e-021	8.7498e-021	7.9043e-021	7.1711e-021	6.5312e-021	5.9697e-021	5.4743e-021	5.0353e-021	4.6444e-021	4.295e-021	3.9815e-021	3.6993e-021	3.4444e-021	3.2135e-021	3.0036e-021	2.8125e-021
3.8865e-021	4.1663e-021	4.4746e-021	4.8152e-021	5.1924e-021	5.6115e-021	6.0786e-021	6.601e-021	7.1875e-021	7.8484e-021	8.5965e-021	9.447e-021	1.0419e-020	1.1536e-020	1.2826e-020	1.4328e-020	1.6087e-020	1.8166e-020	2.0643e-020	2.3626e-020	2.7259e-020	3.1741e-020	3.7357e-020	4.4516e-020	5.3839e-020	6.6285e-020	8.3421e-020	1.0794e-019	1.4481e-019	2.0406e-019	3.0896e-019	5.2964e-019	3.879e-018	2.6817e-018	1.2068e-017	6.4005e-017	4.6198e-017	1.3145e-016	1.6904e-016	1.4018e-016	5.8407e-017	5.1803e-018	1.0083e-016	1.8034e-016	3.932e-016	2.8772e-016	3.3574e-016	3.1855e-016	3.7254e-017	1.4549e-017	9.3504e-018	1.4004e-017	5.9504e-018	1.3476e-018	1.0431e-017	5.309e-017	7.5514e-017	6.5126e-017	4.7741e-016	8.4583e-016	4.6732e-016	4.8107e-017	6.5508e-017	1.4851e-016	1.3816e-016	1.091e-016	4.4265e-017	5.9905e-017	1.1191e-017	2.5952e-018	3.2466e-018	4.2976e-019	2.4081e-019	1.5425e-019	1.0704e-019	7.8558e-020	6.0098e-020	4.7461e-020	3.8431e-020	3.1749e-020	2.6665e-020	2.2702e-020	1.9553e-020	1.7008e-020	1.492e-020	1.3187e-020	1.1731e-020	1.0497e-020	9.4422e-021	8.5331e-021	7.7444e-021	7.0558e-021	6.4512e-021	5.9176e-021	5.4445e-021	5.0232e-021	4.6464e-021	4.3083e-021	4.0038e-021	3.7286e-021	3.4793e-021	3.2527e-021	3.0463e-021
4.2431e-021	4.5482e-021	4.8844e-021	5.2556e-021	5.6667e-021	6.1234e-021	6.6324e-021	7.2014e-021	7.8401e-021	8.5598e-021	9.374e-021	1.03e-020	1.1357e-020	1.2571e-020	1.3974e-020	1.5606e-020	1.7517e-020	1.9774e-020	2.2463e-020	2.5698e-020	2.9635e-020	3.4491e-020	4.0569e-020	4.8313e-020	5.8388e-020	7.1828e-020	9.0315e-020	1.1674e-019	1.5643e-019	2.2016e-019	3.3285e-019	5.6969e-019	4.1594e-018	2.8691e-018	1.2927e-017	6.8538e-017	4.9477e-017	1.4089e-016	1.8115e-016	1.5003e-016	6.2493e-017	5.3259e-018	1.0647e-016	1.9036e-016	4.2991e-016	3.195e-016	3.6785e-016	3.5155e-016	4.0408e-017	1.6079e-017	1.0355e-017	1.5424e-017	6.5205e-018	1.3775e-018	1.1014e-017	5.6091e-017	7.9859e-017	7.0745e-017	5.2091e-016	9.2613e-016	5.1201e-016	5.309e-017	7.0336e-017	1.5933e-016	1.4735e-016	1.1642e-016	4.7352e-017	6.4052e-017	1.1964e-017	2.7761e-018	3.4655e-018	4.5921e-019	2.5743e-019	1.65e-019	1.1459e-019	8.4184e-020	6.4466e-020	5.0961e-020	4.1304e-020	3.4154e-020	2.8708e-020	2.4461e-020	2.1083e-020	1.8351e-020	1.6109e-020	1.4245e-020	1.2679e-020	1.1351e-020	1.0215e-020	9.2353e-021	8.3848e-021	7.642e-021	6.9895e-021	6.4135e-021	5.9024e-021	5.4471e-021	5.0399e-021	4.6742e-021	4.3448e-021	4.0471e-021	3.7773e-021	3.532e-021	3.3084e-021
4.6469e-021	4.9806e-021	5.3482e-021	5.7541e-021	6.2036e-021	6.7028e-021	7.259e-021	7.8807e-021	8.5784e-021	9.3642e-021	1.0253e-020	1.1263e-020	1.2417e-020	1.3741e-020	1.5271e-020	1.7049e-020	1.9131e-020	2.1588e-020	2.4513e-020	2.8031e-020	3.2311e-020	3.7584e-020	4.418e-020	5.2578e-020	6.3493e-020	7.8039e-020	9.8028e-020	1.2657e-019	1.6939e-019	2.3806e-019	3.5937e-019	6.1401e-019	4.4678e-018	3.0744e-018	1.387e-017	7.3512e-017	5.3078e-017	1.5126e-016	1.9446e-016	1.6084e-016	6.6974e-017	5.4698e-018	1.1255e-016	2.0117e-016	4.7161e-016	3.5613e-016	4.042e-016	3.893e-016	4.3917e-017	1.7832e-017	1.1512e-017	1.7044e-017	7.168e-018	1.404e-018	1.1643e-017	5.934e-017	8.456e-017	7.7108e-017	5.6997e-016	1.0169e-015	5.626e-016	5.8787e-017	7.5658e-017	1.7125e-016	1.5737e-016	1.2441e-016	5.0736e-017	6.8593e-017	1.281e-017	2.9745e-018	3.7047e-018	4.9145e-019	2.7564e-019	1.768e-019	1.2291e-019	9.0386e-020	6.9291e-020	5.4835e-020	4.4489e-020	3.6824e-020	3.0981e-020	2.642e-020	2.279e-020	1.985e-020	1.7436e-020	1.5428e-020	1.374e-020	1.2307e-020	1.1081e-020	1.0022e-020	9.1031e-021	8.2998e-021	7.5938e-021	6.9702e-021	6.4168e-021	5.9235e-021	5.4821e-021	5.0857e-021	4.7284e-021	4.4055e-021	4.1126e-021	3.8463e-021	3.6035e-021
5.1062e-021	5.4725e-021	5.8758e-021	6.3211e-021	6.8141e-021	7.3615e-021	7.9712e-021	8.6527e-021	9.4172e-021	1.0278e-020	1.1252e-020	1.2357e-020	1.362e-020	1.5069e-020	1.6742e-020	1.8685e-020	2.096e-020	2.3643e-020	2.6835e-020	3.0672e-020	3.5336e-020	4.1079e-020	4.8257e-020	5.7388e-020	6.9243e-020	8.5027e-020	1.0669e-019	1.3759e-019	1.839e-019	2.5806e-019	3.8889e-019	6.6321e-019	4.8078e-018	3.2998e-018	1.4909e-017	7.8982e-017	5.704e-017	1.6268e-016	2.091e-016	1.7272e-016	7.1898e-017	5.6126e-018	1.1912e-016	2.1288e-016	5.1922e-016	3.9857e-016	4.4554e-016	4.327e-016	4.7827e-017	1.9852e-017	1.285e-017	1.8903e-017	7.9066e-018	1.4257e-018	1.2321e-017	6.2866e-017	8.9659e-017	8.4346e-017	6.2552e-016	1.12e-015	6.2011e-016	6.5331e-017	8.1542e-017	1.8442e-016	1.6833e-016	1.3315e-016	5.4453e-017	7.3577e-017	1.3739e-017	3.1925e-018	3.9665e-018	5.2682e-019	2.9565e-019	1.8979e-019	1.3208e-019	9.7245e-020	7.4639e-020	5.9137e-020	4.8034e-020	3.9801e-020	3.3518e-020	2.861e-020	2.4699e-020	2.153e-020	1.8925e-020	1.6756e-020	1.4932e-020	1.3382e-020	1.2054e-020	1.0908e-020	9.912e-021	9.041e-021	8.275e-021	7.5982e-021	6.9972e-021	6.4612e-021	5.9815e-021	5.5504e-021	5.1618e-021	4.8104e-021	4.4916e-021	4.2017e-021	3.9372e-021
