# Channel: Detail 4
# Width: 6.8 nm
# Height: 8.5 nm
# Value units: m
6.7506e-010	6.7397e-010	6.885e-010	7.0815e-010	7.2688e-010	7.4373e-010	7.5453e-010	7.6067e-010	7.6447e-010	7.6105e-010	7.567e-010	7.5002e-010	7.4077e-010	7.2943e-010	7.2018e-010	7.1629e-010	7.1707e-010	7.2274e-010	7.2958e-010	7.3455e-010	7.3765e-010	7.3703e-010	7.3384e-010	7.253e-010	7.1838e-010	7.1263e-010	7.1364e-010	7.1744e-010	7.1938e-010	7.1969e-010	7.1464e-010	7.054e-010	6.9219e-010	6.7012e-010	6.4409e-010	6.0874e-010	5.671e-010	5.1962e-010	4.7448e-010
7.1973e-010	7.1771e-010	7.2407e-010	7.3534e-010	7.4753e-010	7.595e-010	7.661e-010	7.6618e-010	7.6276e-010	7.5444e-010	7.4519e-010	7.3548e-010	7.2414e-010	7.1442e-010	7.0984e-010	7.1108e-010	7.2071e-010	7.2988e-010	7.4091e-010	7.4914e-010	7.5668e-010	7.5955e-010	7.573e-010	7.4688e-010	7.3437e-010	7.2443e-010	7.2497e-010	7.3041e-010	7.3678e-010	7.4011e-010	7.3926e-010	7.3351e-010	7.2193e-010	7.0522e-010	6.8199e-010	6.5037e-010	6.1245e-010	5.7034e-010	5.287e-010
7.4015e-010	7.3301e-010	7.3471e-010	7.4248e-010	7.5095e-010	7.5988e-010	7.6252e-010	7.6073e-010	7.5475e-010	7.4317e-010	7.3112e-010	7.1978e-010	7.0634e-010	6.9849e-010	6.9623e-010	7.0493e-010	7.1923e-010	7.3492e-010	7.4828e-010	7.6234e-010	7.7244e-010	7.7904e-010	7.7888e-010	7.694e-010	7.5503e-010	7.4159e-010	7.3793e-010	7.4174e-010	7.4904e-010	7.5261e-010	7.4989e-010	7.4437e-010	7.3466e-010	7.1865e-010	6.9985e-010	6.7242e-010	6.4266e-010	6.0988e-010	5.8058e-010
7.6058e-010	7.5087e-010	7.4675e-010	7.4799e-010	7.5319e-010	7.5956e-010	7.622e-010	7.5971e-010	7.5373e-010	7.4332e-010	7.329e-010	7.2133e-010	7.0998e-010	7.033e-010	7.0151e-010	7.1254e-010	7.294e-010	7.4718e-010	7.6404e-010	7.788e-010	7.8983e-010	7.9783e-010	7.9954e-010	7.9146e-010	7.7732e-010	7.6201e-010	7.5229e-010	7.519e-010	7.5711e-010	7.5951e-010	7.5866e-010	7.5407e-010	7.4576e-010	7.3208e-010	7.1537e-010	6.9447e-010	6.7217e-010	6.4941e-010	6.2781e-010
7.6003e-010	7.5055e-010	7.4177e-010	7.3951e-010	7.4192e-010	7.4969e-010	7.5769e-010	7.5986e-010	7.5854e-010	7.5232e-010	7.4424e-010	7.3452e-010	7.2085e-010	7.1113e-010	7.0818e-010	7.1571e-010	7.3304e-010	7.5129e-010	7.6932e-010	7.8711e-010	8.0233e-010	8.1196e-010	8.146e-010	8.0792e-010	7.9448e-010	7.7987e-010	7.6619e-010	7.5881e-010	7.5725e-010	7.5942e-010	7.5927e-010	7.5468e-010	7.4613e-010	7.3409e-010	7.2134e-010	7.0604e-010	6.9003e-010	6.7682e-010	6.6594e-010
7.6018e-010	7.5023e-010	7.4029e-010	7.385e-010	7.465e-010	7.5823e-010	7.6879e-010	7.7446e-010	7.7617e-010	7.7484e-010	7.6839e-010	7.5891e-010	7.4547e-010	7.3342e-010	7.2697e-010	7.2985e-010	7.4134e-010	7.5703e-010	7.7552e-010	7.9587e-010	8.1063e-010	8.212e-010	8.2384e-010	8.1785e-010	8.0884e-010	7.9516e-010	7.8032e-010	7.6851e-010	7.6299e-010	7.6003e-010	7.5708e-010	7.511e-010	7.4115e-010	7.3143e-010	7.2125e-010	7.1061e-010	7.0253e-010	6.9747e-010	6.9429e-010
7.4355e-010	7.3547e-010	7.3181e-010	7.3655e-010	7.4944e-010	7.6374e-010	7.7663e-010	7.8556e-010	7.9147e-010	7.9061e-010	7.8649e-010	7.7701e-010	7.6613e-010	7.5105e-010	7.3807e-010	7.3512e-010	7.4219e-010	7.5578e-010	7.7334e-010	7.9136e-010	8.0775e-010	8.1808e-010	8.2119e-010	8.1473e-010	8.0619e-010	7.9344e-010	7.8093e-010	7.7168e-010	7.643e-010	7.5925e-010	7.5699e-010	7.5124e-010	7.4083e-010	7.2901e-010	7.1813e-010	7.1355e-010	7.1432e-010	7.1696e-010	7.1867e-010
7.2738e-010	7.2443e-010	7.273e-010	7.3996e-010	7.5565e-010	7.7461e-010	7.8937e-010	7.9993e-010	8.063e-010	8.0754e-010	8.0482e-010	7.965e-010	7.8282e-010	7.6775e-010	7.5244e-010	7.4599e-010	7.4839e-010	7.5639e-010	7.6952e-010	7.8475e-010	7.9927e-010	8.0774e-010	8.0874e-010	8.0556e-010	7.991e-010	7.9242e-010	7.8271e-010	7.7672e-010	7.726e-010	7.7034e-010	7.7042e-010	7.6397e-010	7.5216e-010	7.3708e-010	7.2457e-010	7.1835e-010	7.2076e-010	7.2759e-010	7.3326e-010
7.2007e-010	7.1945e-010	7.2698e-010	7.4361e-010	7.6233e-010	7.7942e-010	7.9348e-010	8.059e-010	8.1134e-010	8.1514e-010	8.1149e-010	8.0271e-010	7.9043e-010	7.7372e-010	7.5865e-010	7.4916e-010	7.4737e-010	7.5164e-010	7.6151e-010	7.723e-010	7.8194e-010	7.8644e-010	7.8745e-010	7.8519e-010	7.82e-010	7.7881e-010	7.7632e-010	7.771e-010	7.7927e-010	7.8261e-010	7.8408e-010	7.8159e-010	7.7258e-010	7.575e-010	7.394e-010	7.2595e-010	7.2579e-010	7.3263e-010	7.4016e-010
7.2745e-010	7.2613e-010	7.3506e-010	7.5028e-010	7.6807e-010	7.8283e-010	7.9642e-010	8.0885e-010	8.1498e-010	8.1692e-010	8.142e-010	8.0752e-010	7.971e-010	7.8342e-010	7.6881e-010	7.591e-010	7.5381e-010	7.5738e-010	7.6119e-010	7.6709e-010	7.7066e-010	7.698e-010	7.6894e-010	7.6552e-010	7.6513e-010	7.6847e-010	7.7414e-010	7.833e-010	7.9083e-010	7.9883e-010	8.038e-010	8.0551e-010	7.9743e-010	7.8538e-010	7.6355e-010	7.4427e-010	7.3596e-010	7.3603e-010	7.4007e-010
7.3552e-010	7.3467e-010	7.4033e-010	7.5416e-010	7.6775e-010	7.8251e-010	7.9564e-010	8.041e-010	8.093e-010	8.1031e-010	8.0805e-010	8.0184e-010	7.9235e-010	7.8054e-010	7.678e-010	7.6018e-010	7.5629e-010	7.5776e-010	7.5924e-010	7.6234e-010	7.6405e-010	7.5946e-010	7.5277e-010	7.4772e-010	7.4826e-010	7.5649e-010	7.6822e-010	7.8135e-010	7.9378e-010	8.0574e-010	8.1863e-010	8.229e-010	8.2134e-010	8.0906e-010	7.8723e-010	7.6376e-010	7.4752e-010	7.3967e-010	7.3881e-010
7.457e-010	7.439e-010	7.4584e-010	7.5594e-010	7.6883e-010	7.8033e-010	7.9042e-010	7.9563e-010	7.999e-010	8.0323e-010	8.0004e-010	7.9499e-010	7.8691e-010	7.7696e-010	7.7027e-010	7.6522e-010	7.6529e-010	7.6723e-010	7.6917e-010	7.6948e-010	7.6699e-010	7.6007e-010	7.5012e-010	7.4204e-010	7.4025e-010	7.4825e-010	7.6091e-010	7.7963e-010	7.9811e-010	8.152e-010	8.2996e-010	8.3796e-010	8.364e-010	8.2692e-010	8.0625e-010	7.8045e-010	7.5885e-010	7.4657e-010	7.4198e-010
7.5377e-010	7.5128e-010	7.5205e-010	7.5702e-010	7.6688e-010	7.7465e-010	7.8172e-010	7.8645e-010	7.9072e-010	7.9033e-010	7.8924e-010	7.8512e-010	7.7913e-010	7.7198e-010	7.6786e-010	7.6933e-010	7.7313e-010	7.7903e-010	7.8214e-010	7.8268e-010	7.8019e-010	7.7164e-010	7.5982e-010	7.4894e-010	7.4272e-010	7.4676e-010	7.6059e-010	7.7791e-010	7.9803e-010	8.1768e-010	8.329e-010	8.4393e-010	8.4261e-010	8.3149e-010	8.1175e-010	7.8759e-010	7.6529e-010	7.5044e-010	7.4539e-010
7.5042e-010	7.5096e-010	7.4871e-010	7.5181e-010	7.5771e-010	7.6524e-010	7.7068e-010	7.7541e-010	7.7642e-010	7.7626e-010	7.747e-010	7.7174e-010	7.6646e-010	7.6327e-010	7.6474e-010	7.7274e-010	7.8237e-010	7.9013e-010	7.9533e-010	7.9797e-010	7.9805e-010	7.881e-010	7.7698e-010	7.6377e-010	7.5452e-010	7.5343e-010	7.5956e-010	7.7479e-010	7.9351e-010	8.1409e-010	8.3141e-010	8.3871e-010	8.3902e-010	8.3024e-010	8.133e-010	7.8983e-010	7.6893e-010	7.5688e-010	7.5229e-010
7.4801e-010	7.4762e-010	7.4652e-010	7.4706e-010	7.511e-010	7.542e-010	7.5637e-010	7.6018e-010	7.6118e-010	7.6149e-010	7.59e-010	7.5394e-010	7.5122e-010	7.5269e-010	7.6116e-010	7.7522e-010	7.8811e-010	7.989e-010	8.0853e-010	8.1024e-010	8.0845e-010	8.0106e-010	7.8855e-010	7.7487e-010	7.6236e-010	7.5707e-010	7.5738e-010	7.6561e-010	7.8107e-010	7.9722e-010	8.1035e-010	8.1788e-010	8.1842e-010	8.1033e-010	7.9456e-010	7.7482e-010	7.5718e-010	7.5026e-010	7.5173e-010
7.3977e-010	7.4264e-010	7.4388e-010	7.4372e-010	7.4635e-010	7.4829e-010	7.5139e-010	7.524e-010	7.5014e-010	7.4742e-010	7.4213e-010	7.3824e-010	7.3832e-010	7.4631e-010	7.6037e-010	7.7979e-010	7.9804e-010	8.1327e-010	8.2103e-010	8.2414e-010	8.2118e-010	8.1403e-010	8.0268e-010	7.8807e-010	7.7206e-010	7.6141e-010	7.5845e-010	7.6132e-010	7.7189e-010	7.8268e-010	7.9068e-010	7.9798e-010	7.9619e-010	7.8787e-010	7.7559e-010	7.5981e-010	7.5103e-010	7.518e-010	7.584e-010
7.3199e-010	7.3509e-010	7.3773e-010	7.4293e-010	7.4697e-010	7.524e-010	7.5411e-010	7.5301e-010	7.4843e-010	7.4127e-010	7.3575e-010	7.328e-010	7.366e-010	7.4786e-010	7.6914e-010	7.9066e-010	8.0845e-010	8.232e-010	8.305e-010	8.3524e-010	8.3228e-010	8.2536e-010	8.1424e-010	7.994e-010	7.8432e-010	7.7158e-010	7.6536e-010	7.6287e-010	7.669e-010	7.735e-010	7.7591e-010	7.7598e-010	7.7162e-010	7.6424e-010	7.5732e-010	7.5017e-010	7.5094e-010	7.608e-010	7.7276e-010
7.1909e-010	7.2336e-010	7.2949e-010	7.3819e-010	7.4665e-010	7.5348e-010	7.5612e-010	7.5409e-010	7.4764e-010	7.3816e-010	7.2984e-010	7.2595e-010	7.3162e-010	7.4754e-010	7.6766e-010	7.8708e-010	8.0743e-010	8.2055e-010	8.2878e-010	8.3142e-010	8.2939e-010	8.2201e-010	8.095e-010	7.9582e-010	7.8214e-010	7.6916e-010	7.6154e-010	7.6068e-010	7.6122e-010	7.6292e-010	7.637e-010	7.6004e-010	7.5429e-010	7.455e-010	7.4254e-010	7.4238e-010	7.5225e-010	7.6817e-010	7.8362e-010
7.1481e-010	7.2421e-010	7.3244e-010	7.4416e-010	7.5636e-010	7.6715e-010	7.7375e-010	7.7289e-010	7.6504e-010	7.5416e-010	7.4421e-010	7.3938e-010	7.4249e-010	7.5561e-010	7.7153e-010	7.8979e-010	8.0734e-010	8.1977e-010	8.2613e-010	8.283e-010	8.2488e-010	8.1773e-010	8.0451e-010	7.9177e-010	7.7785e-010	7.6814e-010	7.6355e-010	7.6292e-010	7.6323e-010	7.64e-010	7.6174e-010	7.5506e-010	7.458e-010	7.3679e-010	7.3476e-010	7.4159e-010	7.5542e-010	7.7554e-010	7.9286e-010
