# Channel: Detail 6
# Width: 7.2 nm
# Height: 7.2 nm
# Value units: m
3.3739e-009	3.361e-009	3.3467e-009	3.3353e-009	3.3305e-009	3.339e-009	3.3605e-009	3.3826e-009	3.3927e-009	3.3865e-009	3.3689e-009	3.3522e-009	3.3468e-009	3.3475e-009	3.3439e-009	3.3353e-009	3.3294e-009	3.3358e-009	3.3542e-009	3.369e-009
3.3736e-009	3.3619e-009	3.3493e-009	3.3394e-009	3.3344e-009	3.3415e-009	3.3617e-009	3.3833e-009	3.3939e-009	3.3891e-009	3.3728e-009	3.3588e-009	3.3582e-009	3.3646e-009	3.3652e-009	3.3564e-009	3.3454e-009	3.3439e-009	3.3538e-009	3.3637e-009
3.37e-009	3.3644e-009	3.3595e-009	3.3557e-009	3.3513e-009	3.3526e-009	3.3644e-009	3.3803e-009	3.3895e-009	3.3862e-009	3.3732e-009	3.3648e-009	3.3721e-009	3.3858e-009	3.3904e-009	3.3804e-009	3.3638e-009	3.354e-009	3.3547e-009	3.3584e-009
3.3625e-009	3.3672e-009	3.3753e-009	3.38e-009	3.3767e-009	3.3702e-009	3.3694e-009	3.3758e-009	3.3822e-009	3.3799e-009	3.3702e-009	3.3662e-009	3.3775e-009	3.3939e-009	3.3997e-009	3.3896e-009	3.3729e-009	3.3636e-009	3.3631e-009	3.3646e-009
3.3529e-009	3.3665e-009	3.385e-009	3.3963e-009	3.3936e-009	3.3821e-009	3.3738e-009	3.3759e-009	3.382e-009	3.3811e-009	3.3722e-009	3.3665e-009	3.3726e-009	3.3835e-009	3.3869e-009	3.3793e-009	3.3701e-009	3.3702e-009	3.3772e-009	3.3825e-009
3.3442e-009	3.3618e-009	3.3833e-009	3.3954e-009	3.3924e-009	3.38e-009	3.3728e-009	3.3795e-009	3.391e-009	3.3932e-009	3.3836e-009	3.3709e-009	3.3655e-009	3.367e-009	3.3674e-009	3.3639e-009	3.3632e-009	3.3727e-009	3.3873e-009	3.3969e-009
3.3396e-009	3.3571e-009	3.3751e-009	3.3831e-009	3.3791e-009	3.3691e-009	3.3676e-009	3.3807e-009	3.3975e-009	3.4033e-009	3.3937e-009	3.3762e-009	3.3641e-009	3.3616e-009	3.3626e-009	3.3624e-009	3.3639e-009	3.3732e-009	3.3869e-009	3.3961e-009
3.3355e-009	3.3523e-009	3.3672e-009	3.3729e-009	3.3701e-009	3.3637e-009	3.3651e-009	3.378e-009	3.3933e-009	3.3989e-009	3.3904e-009	3.3752e-009	3.3668e-009	3.3697e-009	3.3759e-009	3.377e-009	3.3738e-009	3.3735e-009	3.378e-009	3.3821e-009
3.3269e-009	3.3449e-009	3.3624e-009	3.3731e-009	3.3762e-009	3.3731e-009	3.3712e-009	3.375e-009	3.3816e-009	3.3831e-009	3.3757e-009	3.3667e-009	3.3677e-009	3.3797e-009	3.3914e-009	3.3922e-009	3.3829e-009	3.3726e-009	3.3681e-009	3.3676e-009
3.3118e-009	3.3333e-009	3.3585e-009	3.3792e-009	3.3908e-009	3.391e-009	3.3836e-009	3.3758e-009	3.3723e-009	3.3699e-009	3.3641e-009	3.3596e-009	3.3658e-009	3.3813e-009	3.394e-009	3.3935e-009	3.3815e-009	3.3692e-009	3.3652e-009	3.3664e-009
3.2906e-009	3.3178e-009	3.3516e-009	3.3803e-009	3.3977e-009	3.4001e-009	3.3901e-009	3.3771e-009	3.3709e-009	3.3704e-009	3.3684e-009	3.3645e-009	3.366e-009	3.3746e-009	3.3823e-009	3.3797e-009	3.3694e-009	3.3635e-009	3.369e-009	3.3774e-009
3.2716e-009	3.3044e-009	3.3431e-009	3.373e-009	3.3904e-009	3.3928e-009	3.3836e-009	3.3746e-009	3.3753e-009	3.3827e-009	3.3861e-009	3.3803e-009	3.3713e-009	3.3679e-009	3.3682e-009	3.3638e-009	3.3564e-009	3.3571e-009	3.3704e-009	3.3842e-009
3.2663e-009	3.301e-009	3.3392e-009	3.3646e-009	3.3776e-009	3.3785e-009	3.3716e-009	3.3696e-009	3.3795e-009	3.3945e-009	3.4018e-009	3.3942e-009	3.3785e-009	3.3682e-009	3.3656e-009	3.3621e-009	3.3558e-009	3.3546e-009	3.3639e-009	3.3745e-009
3.2793e-009	3.3106e-009	3.344e-009	3.3647e-009	3.3747e-009	3.3746e-009	3.3684e-009	3.3681e-009	3.3794e-009	3.3954e-009	3.4032e-009	3.3964e-009	3.3823e-009	3.3753e-009	3.3776e-009	3.378e-009	3.3702e-009	3.3599e-009	3.3559e-009	3.3566e-009
3.3038e-009	3.3277e-009	3.355e-009	3.3754e-009	3.3881e-009	3.3896e-009	3.3813e-009	3.3743e-009	3.377e-009	3.3862e-009	3.3912e-009	3.3866e-009	3.3798e-009	3.3826e-009	3.3932e-009	3.3974e-009	3.3871e-009	3.3683e-009	3.3528e-009	3.3448e-009
3.3302e-009	3.3459e-009	3.3678e-009	3.3901e-009	3.4075e-009	3.4115e-009	3.4003e-009	3.3844e-009	3.3758e-009	3.3769e-009	3.379e-009	3.3765e-009	3.3757e-009	3.385e-009	3.3994e-009	3.404e-009	3.3914e-009	3.3692e-009	3.3497e-009	3.3391e-009
3.3571e-009	3.3669e-009	3.3834e-009	3.4035e-009	3.4202e-009	3.4232e-009	3.4095e-009	3.3886e-009	3.3757e-009	3.3757e-009	3.3797e-009	3.3795e-009	3.3784e-009	3.3832e-009	3.3919e-009	3.3925e-009	3.3789e-009	3.3571e-009	3.338e-009	3.3276e-009
3.3859e-009	3.3928e-009	3.4028e-009	3.4138e-009	3.4216e-009	3.4185e-009	3.402e-009	3.3823e-009	3.3746e-009	3.3816e-009	3.3914e-009	3.3932e-009	3.387e-009	3.3804e-009	3.3776e-009	3.3724e-009	3.3591e-009	3.3388e-009	3.318e-009	3.3041e-009
3.4101e-009	3.4153e-009	3.4188e-009	3.418e-009	3.4135e-009	3.4024e-009	3.384e-009	3.3695e-009	3.3705e-009	3.3852e-009	3.4e-009	3.4027e-009	3.3917e-009	3.3767e-009	3.3664e-009	3.3583e-009	3.3459e-009	3.3253e-009	3.2982e-009	3.2758e-009
3.4226e-009	3.4267e-009	3.4263e-009	3.4177e-009	3.4049e-009	3.3888e-009	3.3702e-009	3.3598e-009	3.3663e-009	3.3848e-009	3.4014e-009	3.4037e-009	3.3905e-009	3.3734e-009	3.3622e-009	3.3544e-009	3.3422e-009	3.3195e-009	3.2858e-009	3.2556e-009
